公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY
程式執行時間,2021-08-04 00:31:36AM
,110年度,6月
2402,毅嘉,"543,471","559,379","543,979","539,899",-2.84,"331,444",63.97
2404,漢唐,"2,453,536","1,610,107","1,926,907","2,432,003",52.38,"4,463,567",-45.03
2405,浩鑫,"152,312","151,504","134,823","145,621",0.53,"143,439",6.19
2406,國碩,"672,143","637,566","706,188","745,571",5.42,"797,891",-15.76
2408,南亞科,"7,638,931","7,604,264","7,394,273","6,407,616",0.46,"5,319,753",43.6
2409,友達,"33,936,996","32,117,581","29,600,923","30,720,172",5.66,"21,607,307",57.06
2412,中華電,"16,924,972","16,335,973","16,340,190","16,224,413",3.61,"15,979,863",5.91
2413,環科,"335,250","306,940","325,289","370,578",9.22,"286,193",17.14
2414,精技,"2,014,553","1,975,052","1,687,495","1,934,645",2.0,"2,106,212",-4.35
2415,錩新,"252,764","241,440","249,181","227,538",4.69,"93,696",169.77
2417,圓剛,"412,826","401,732","471,004","439,599",2.76,"462,527",-10.75
2419,仲琦,"700,587","884,752","749,862","945,583",-20.82,"1,062,372",-34.05
2420,新巨,"227,923","252,130","247,947","190,555",-9.6,"174,688",30.47
2421,建準,"1,085,281","1,118,856","1,122,420","1,212,334",-3.0,"1,089,455",-0.38
2423,固緯,"230,850","175,212","206,478","240,773",31.75,"163,646",41.07
2424,隴華,"1,055","1,234","1,147","2,023",-14.51,"1,662",-36.52
2425,承啟,"474,710","608,799","470,447","446,647",-22.03,"422,937",12.24
2426,鼎元,"268,605","282,599","279,978","277,218",-4.95,"204,712",31.21
2427,三商電,"268,786","239,904","272,306","187,805",12.04,"367,213",-26.8
2428,興勤,"657,779","674,374","629,181","604,446",-2.46,"468,260",40.47
2429,銘旺科,"86,905","106,470","105,950","109,721",-18.38,"61,005",42.46
2430,燦坤,"2,043,220","2,275,140","1,694,800","1,520,609",-10.19,"1,594,836",28.11
2431,聯昌,"113,479","113,012","158,564","156,444",0.41,"178,495",-36.42
2433,互盛電,"323,554","315,210","335,134","330,570",2.65,"344,027",-5.95
2434,統懋,"14,887","11,842","13,600","13,311",25.71,"10,110",47.25
2436,偉詮電,"333,462","299,224","270,935","297,928",11.44,"217,746",53.14
2438,翔耀,"27,986","36,319","33,949","35,489",-22.94,"33,537",-16.55
2439,美律,"2,595,484","2,744,608","2,830,459","2,494,730",-5.43,"2,205,230",17.7
2440,太空梭,"408,475","407,547","410,043","437,178",0.23,"196,649",107.72
2441,超豐,"1,588,961","1,633,148","1,591,489","1,569,690",-2.71,"1,193,729",33.11
2442,新美齊,"38,246","9,497","874,108","8,948",302.72,"367,647",-89.6
2443,億麗,"5,137","11,739","10,780","106,623",-56.24,"16,237",-68.36
2444,兆勁,"139,472","141,790","103,635","181,116",-1.63,"149,101",-6.46
2449,京元電子,"1,978,466","2,861,258","2,757,602","2,666,096",-30.85,"2,489,358",-20.52
2450,神腦,"2,180,821","2,229,644","2,205,259","2,376,624",-2.19,"2,016,083",8.17
2451,創見,"1,227,418","1,277,428","1,289,337","1,347,613",-3.91,"863,526",42.14
2453,凌群,"478,470","343,518","453,411","421,786",39.29,"448,912",6.58
2454,聯發科,"47,755,898","41,325,915","36,571,590","40,146,677",15.56,"25,279,480",88.91
2455,全新,"318,661","288,522","288,878","341,623",10.45,"203,343",56.71
2456,奇力新,"1,465,389","1,563,911","1,623,774","1,555,260",-6.3,"1,451,854",0.93
2457,飛宏,"971,600","856,025","995,845","912,335",13.5,"893,167",8.78
2458,義隆,"1,662,802","1,661,074","1,712,236","1,711,954",0.1,"1,275,230",30.39
2459,敦吉,"602,353","601,991","593,108","542,981",0.06,"457,616",31.63
2460,建通,"408,658","434,203","424,145","360,839",-5.88,"269,979",51.37
2461,光群雷,"493,535","496,222","538,401","609,686",-0.54,"390,536",26.37
2462,良得電,"408,170","419,862","449,291","359,034",-2.78,"415,882",-1.85
2464,盟立,"795,271","764,535","768,132","755,086",4.02,"699,544",13.68
2465,麗臺,"673,950","1,157,568","1,025,636","688,187",-41.78,"300,280",124.44
2466,冠西電,"141,506","79,047","70,422","79,317",79.02,"133,593",5.92
2467,志聖,"476,589","445,171","609,269","572,326",7.06,"339,563",40.35
2468,華經,"145,487","161,987","226,481","207,303",-10.19,"143,241",1.57
2471,資通,"31,720","45,433","61,894","48,730",-30.18,"43,792",-27.57
2472,立隆電,"823,882","809,883","815,338","762,937",1.73,"654,540",25.87
2474,可成,"3,334,610","3,265,197","3,803,553","4,551,809",2.13,"7,468,037",-55.35
2476,鉅祥,"542,069","526,903","542,646","514,086",2.88,"390,456",38.83
2477,美隆電,"317,461","310,626","286,328","226,150",2.2,"261,272",21.51
2478,大毅,"537,738","553,028","537,860","610,168",-2.76,"421,164",27.68
2480,敦陽科,"532,544","526,939","459,133","529,913",1.06,"484,621",9.89
2481,強茂,"1,239,243","1,217,899","1,145,856","1,160,152",1.75,"851,243",45.58
2482,連宇,"81,609","52,375","66,909","63,856",55.82,"66,672",22.4
2483,百容,"181,745","166,315","172,975","166,526",9.28,"149,780",21.34
2484,希華,"275,866","275,095","273,894","261,715",0.28,"214,171",28.81
2485,兆赫,"570,259","419,972","521,919","478,470",35.79,"549,009",3.87
2486,一詮,"521,267","512,274","490,178","494,440",1.76,"347,311",50.09
2488,漢平,"231,315","215,815","208,052","161,202",7.18,"179,960",28.54
2489,瑞軒,"2,037,489","1,349,662","1,462,046","1,869,872",50.96,"1,504,500",35.43
2491,吉祥全,"244,569","38,699","218,921","10,301",531.98,"18,686",1208.84
2492,華新科,"3,727,263","3,973,519","3,948,602","3,757,920",-6.2,"3,165,209",17.76
2493,揚博,"232,273","205,855","215,669","248,287",12.83,"209,018",11.13
2495,普安,"112,344","103,888","95,003","98,296",8.14,"108,935",3.13
2496,卓越,"44,480","52,813","55,209","58,725",-15.78,"62,487",-28.82
2497,怡利電,"166,006","178,617","185,709","178,240",-7.06,"91,926",80.59
2498,宏達電,"664,064","305,094","380,022","454,722",117.66,"649,253",2.28
2501,國建,"395,182","332,451","476,802","674,255",18.87,"680,114",-41.89
2504,國產,"1,599,786","1,845,369","2,039,703","1,957,707",-13.31,"1,520,015",5.25
2505,國揚,"281,514","511,789","1,482,218","1,056,502",-44.99,"9,861,646",-97.15
2506,太設,"32,709","52,439","141,539","113,879",-37.62,"76,772",-57.39
2509,全坤建,"35,402","60,091","94,154","103,268",-41.09,"20,030",76.74
2511,太子,"762,786","959,566","954,929","1,113,554",-20.51,"657,290",16.05
2514,龍邦,"1,382,251","987,739","670,879","1,023,200",39.94,"942,180",46.71
2515,中工,"1,224,084","1,328,492","1,331,837","1,232,070",-7.86,"1,186,912",3.13
2516,新建,"654,466","686,870","728,707","455,448",-4.72,"585,677",11.75
2520,冠德,"7,064,591","1,004,173","1,369,639","1,957,988",603.52,"1,433,130",392.95
2524,京城,"916,026","565,134","562,885","605,343",62.09,"733,988",24.8
2527,宏璟,"246,749","389,718","503,674","567,889",-36.69,"154,082",60.14
2528,皇普,"67,609","258,486","138,013","139,872",-73.84,21,321847.62
2530,華建,592,753,745,752,-21.38,712,-16.85
2534,宏盛,"393,907","252,098","168,323","338,729",56.25,"112,291",250.79
2535,達欣工,"1,147,408","1,624,893","1,176,113","1,222,518",-29.39,"1,099,754",4.33
2536,宏普,"14,098","14,059","25,104","53,142",0.28,"137,446",-89.74
2537,聯上發,"199,289",114,114,114,174714.91,"47,428",320.19
2538,基泰,"16,410","22,545","15,527","34,586",-27.21,"12,838",27.82
2539,櫻花建,190,191,263,234,-0.52,"32,552",-99.42
2540,愛山林,"351,153","282,442","428,651","492,359",24.33,"387,445",-9.37
2542,興富發,"8,452,172","3,288,228","3,850,224","4,831,866",157.04,"1,112,637",659.65
2543,皇昌,"679,210","644,338","664,031","598,953",5.41,"526,159",29.09
2545,皇翔,"480,417","400,227","1,131,071","370,117",20.04,"633,934",-24.22
2546,根基,"911,153","797,871","808,580","1,036,153",14.2,"1,370,395",-33.51
2547,日勝生,"403,861","315,109","430,805","398,647",28.17,"515,764",-21.7
2548,華固,"224,975","370,097","1,110,724","972,651",-39.21,"2,568,087",-91.24
2597,潤弘,"1,777,843","1,848,778","1,897,598","1,591,181",-3.84,"1,013,623",75.39
2601,益航,"530,837","622,347","503,140","618,907",-14.7,"456,011",16.41
2603,長榮,"37,720,908","34,442,080","27,749,820","32,172,484",9.52,"15,686,375",140.47
2605,新興,"442,049","312,569","255,934","281,722",41.42,"374,132",18.15
2606,裕民,"1,179,510","1,054,535","1,137,489","979,826",11.85,"565,491",108.58
2607,榮運,"564,210","592,045","572,772","611,603",-4.7,"563,819",0.07
2608,嘉里大榮,"1,099,538","1,126,267","990,238","1,107,262",-2.37,"1,001,369",9.8
2609,陽明,"27,536,541","24,035,492","21,697,633","21,007,470",14.57,"10,920,044",152.17
2610,華航,"9,210,523","9,141,861","10,873,663","10,426,134",0.75,"8,107,038",13.61
2611,志信,"54,380","59,360","63,542","51,780",-8.39,"49,097",10.76
2612,中航,"279,885","264,202","257,405","278,820",5.94,"244,823",14.32
2613,中櫃,"253,158","263,815","255,825","255,735",-4.04,"236,150",7.2
2614,東森,"434,794","458,030","450,475","418,638",-5.07,"361,293",20.34
2615,萬海,"17,905,245","15,191,500","14,939,036","12,858,513",17.86,"5,643,560",217.27
2616,山隆,"1,461,375","1,596,064","1,538,012","1,563,757",-8.44,"1,251,502",16.77
2617,台航,"265,263","278,735","265,617","247,773",-4.83,"194,396",36.45
2618,長榮航,"7,705,869","8,394,857","8,062,232","7,176,470",-8.21,"6,142,119",25.46
2630,亞航,"347,498","355,130","314,414","360,139",-2.15,"414,100",-16.08
2633,台灣高鐵,"401,290","1,901,903","3,798,528","3,471,325",-78.9,"3,102,809",-87.07
2634,漢翔,"2,135,985","1,865,039","1,964,748","1,777,013",14.53,"1,684,282",26.82
2636,台驊投控,"3,148,014","2,660,891","2,061,018","1,846,587",18.31,"1,158,478",171.74
2637,慧洋-KY,"1,504,599","1,458,428","1,382,114","1,370,721",3.17,"904,684",66.31
2642,宅配通,"425,079","386,709","321,269","316,098",9.92,"355,111",19.7
2701,萬企,"13,981","17,139","27,661","21,626",-18.43,"15,686",-10.87
2702,華園,"73,249","59,667","58,697","57,060",22.76,"46,248",58.38
2704,國賓,"35,728","83,785","157,530","153,624",-57.36,"144,555",-75.28
2705,六福,"14,316","49,428","124,642","89,753",-71.04,"117,962",-87.86
2706,第一店,"14,483","20,506","23,284","23,093",-29.37,"17,810",-18.68
2707,晶華,"212,600","343,316","470,775","455,782",-38.07,"381,126",-44.22
2712,遠雄來,"2,076","18,940","40,586","32,030",-89.04,"48,758",-95.74
2722,夏都,"3,102","34,397","63,313","53,512",-90.98,"64,288",-95.17
2723,美食-KY,"1,595,193","1,662,192","1,619,180","1,693,560",-4.03,"1,515,482",5.26
2727,王品,"873,997","1,319,934","1,477,296","1,474,029",-33.78,"1,217,966",-28.24
2731,雄獅,"13,717","131,652","235,259","213,394",-89.58,"117,455",-88.32
2739,寒舍,"56,824","114,427","242,789","258,064",-50.34,"202,002",-71.87
2748,雲品,"28,524","64,972","129,175","143,389",-56.1,"109,630",-73.98
2801,彰銀,"2,563,747","2,305,875","2,120,784","2,492,038",11.18,"2,252,546",13.82
2809,京城銀,"1,092,929","888,297","906,968","1,097,720",23.04,"647,988",68.67
2812,台中銀,"1,151,247","951,593","1,171,528","1,157,584",20.98,"895,424",28.57
2816,旺旺保,"770,525","524,151","890,448","764,633",47.0,"727,904",5.86
2820,華票,"236,145","216,282","251,972","247,354",9.18,"208,377",13.33
2823,中壽,"28,895,902","24,847,150","21,246,449","31,653,725",16.29,"37,675,485",-23.3
2832,台產,"693,415","603,948","590,966","634,431",14.81,"450,296",53.99
2834,臺企銀,"2,013,942","2,006,889","1,864,444","1,969,003",0.35,"1,768,989",13.85
2836,高雄銀,"320,998","306,256","328,407","435,125",4.81,"333,564",-3.77
2838,聯邦銀,"1,624,243","930,479","1,651,177","1,341,149",74.56,"1,255,346",29.39
2841,台開,"9,896","29,661","30,361","23,233",-66.64,"30,780",-67.85
2845,遠東銀,"957,057","877,098","915,129","945,384",9.12,"1,012,785",-5.5
2849,安泰銀,"517,737","529,628","515,700","514,917",-2.25,"545,094",-5.02
2850,新產,"1,554,085","1,500,469","1,510,781","1,476,846",3.57,"1,383,244",12.35
2851,中再保,"2,041,449","1,674,432","1,562,946","1,626,100",21.92,"1,477,037",38.21
2852,第一保,"540,702","457,653","574,636","568,665",18.15,"542,534",-0.34
2855,統一證,"1,807,471","309,920","2,244,945","989,561",483.21,"1,339,066",34.98
2867,三商壽,"13,236,483","8,786,518","10,681,651","15,064,633",50.65,"13,677,987",-3.23
2880,華南金,"4,765,172","3,878,645","4,243,157","4,674,201",22.86,"3,645,922",30.7
2881,富邦金,"42,727,373","36,832,681","43,051,005","46,302,927",16.0,"39,801,352",7.35
2882,國泰金,"59,171,488","38,051,539","59,118,746","79,927,770",55.5,"48,288,520",22.54
2883,開發金,"19,564,377","12,467,455","13,750,281","22,192,000",56.92,"29,277,536",-33.18
2884,玉山金,"4,728,191","4,560,660","5,041,653","4,878,733",3.67,"4,936,454",-4.22
2885,元大金,"12,320,604","9,446,565","11,557,232","12,345,740",30.42,"10,007,905",23.11
2886,兆豐金,"5,533,008","3,261,812","5,860,327","5,836,166",69.63,"6,191,722",-10.64
2887,台新金,"8,641,213","3,305,515","4,090,025","4,208,164",161.42,"4,022,070",114.84
2888,新光金,"30,487,032","10,552,854","17,289,410","15,896,986",188.9,"40,995,105",-25.63
2889,國票金,"1,098,878","446,455","867,174","870,905",146.13,"794,262",38.35
2890,永豐金,"4,117,704","3,415,773","3,581,133","4,190,714",20.55,"3,167,196",30.01
2891,中信金,"14,359,880","11,313,211","12,323,459","12,682,045",26.93,"14,887,451",-3.54
2892,第一金,"5,120,615","4,809,664","5,456,973","6,354,905",6.47,"4,411,939",16.06
2897,王道銀行,"804,937","643,247","929,120","815,660",25.14,"644,085",24.97
2901,欣欣,"3,841","5,276","8,650","8,024",-27.2,"8,432",-54.45
2903,遠百,"1,649,945","2,488,382","2,944,976","3,314,243",-33.69,"2,509,192",-34.24
2904,匯僑,"35,829","41,801","44,725","47,181",-14.29,"46,892",-23.59
2905,三商,"12,391,448","15,480,265","21,778,298","15,966,364",-19.95,"15,633,665",-20.74
2906,高林,"707,426","581,979","693,497","683,803",21.56,"612,730",15.45
2908,特力,"3,623,336","3,130,135","3,461,563","4,070,901",15.76,"3,872,566",-6.44
2910,統領,"24,368","30,910","35,169","114,074",-21.16,"35,949",-32.22
2911,麗嬰房,"188,045","257,519","296,764","296,288",-26.98,"281,407",-33.18
2912,統一超,"20,321,411","22,082,804","21,189,179","22,135,425",-7.98,"21,680,106",-6.27
2913,農林,"12,555","30,918","34,433","30,533",-59.39,"28,237",-55.54
2915,潤泰全,"224,227","235,223","241,407","189,933",-4.67,"468,059",-52.09
2923,鼎固-KY,"337,526","392,337","526,548","600,513",-13.97,"1,057,909",-68.09
2929,淘帝-KY,"82,534","276,333","293,264","391,511",-70.13,"73,338",12.54
2936,客思達-KY,"860,219","798,351","835,393","926,532",7.75,"1,023,307",-15.94
2939,凱羿-KY,"47,095","93,232","57,869","56,961",-49.49,"36,983",27.34
3002,歐格,"48,169","36,508","51,419","48,150",31.94,"67,210",-28.33
3003,健和興,"393,008","406,648","393,374","388,679",-3.35,"266,190",47.64
3004,豐達科,"113,975","107,407","89,725","126,895",6.12,"130,524",-12.68
3005,神基,"2,270,911","2,434,671","2,963,080","2,775,692",-6.73,"2,230,280",1.82
3006,晶豪科,"2,078,550","2,084,866","2,011,711","1,910,045",-0.3,"1,009,326",105.93
3008,大立光,"3,370,651","3,358,902","3,398,663","4,010,541",0.35,"4,136,186",-18.51
3010,華立,"5,840,628","5,437,199","5,588,007","5,913,640",7.42,"5,051,499",15.62
3011,今皓,"136,170","141,452","136,785","98,554",-3.73,"132,523",2.75
3013,晟銘電,"401,040","371,442","317,611","422,482",7.97,"480,180",-16.48
3014,聯陽,"625,537","629,088","576,001","542,215",-0.56,"412,388",51.69
3015,全漢,"1,331,332","1,400,075","1,469,714","1,505,716",-4.91,"1,300,152",2.4
3016,嘉晶,"428,990","410,324","395,568","374,638",4.55,"347,603",23.41
3017,奇鋐,"3,713,857","4,550,590","4,484,334","4,333,842",-18.39,"3,082,797",20.47
3018,同開,"161,798","205,849","166,449","167,289",-21.4,"173,571",-6.78
3019,亞光,"1,891,454","1,667,912","1,668,547","1,781,429",13.4,"1,466,711",28.96
3021,鴻名,"266,359","238,846","261,969","279,680",11.52,"238,472",11.69
3022,威強電,"602,546","503,746","513,413","558,842",19.61,"582,353",3.47
3023,信邦,"2,179,823","2,168,308","2,157,280","2,137,919",0.53,"1,835,635",18.75
3024,憶聲,"109,133","133,021","116,649","129,647",-17.96,"146,794",-25.66
3025,星通,"31,376","35,167","32,117","38,776",-10.78,"65,399",-52.02
3026,禾伸堂,"1,449,531","1,538,624","1,414,997","1,600,076",-5.79,"1,132,400",28.01
3027,盛達,"95,653","68,049","85,926","68,653",40.56,"74,943",27.63
3028,增你強,"3,447,853","3,706,467","3,217,531","3,797,563",-6.98,"2,680,683",28.62
3029,零壹,"905,640","847,155","919,411","1,126,647",6.9,"947,824",-4.45
3030,德律,"518,559","471,836","562,339","488,294",9.9,"502,006",3.3
3031,佰鴻,"150,823","130,377","163,942","135,320",15.68,"117,180",28.71
3032,偉訓,"674,064","751,463","701,447","848,220",-10.3,"686,379",-1.79
3033,威健,"5,818,016","6,330,755","6,531,297","6,229,080",-8.1,"4,578,635",27.07
3034,聯詠,"11,579,574","11,447,855","11,083,873","9,529,374",1.15,"5,853,894",97.81
3035,智原,"569,812","559,624","558,416","577,828",1.82,"507,098",12.37
3036,文曄,"33,240,310","33,061,931","35,794,148","33,781,360",0.54,"23,760,308",39.9
3037,欣興,"8,138,026","8,025,993","7,866,654","7,762,344",1.4,"7,018,232",15.96
3038,全台,"361,256","343,205","337,156","355,727",5.26,"375,056",-3.68
3040,遠見,"16,264","14,210","12,623","16,236",14.45,"10,791",50.72
3041,揚智,"217,391","232,544","244,150","214,871",-6.52,"159,858",35.99
3042,晶技,"1,315,523","1,433,200","1,592,403","1,138,574",-8.21,"815,208",61.37
3043,科風,"90,857","79,015","87,431","80,202",14.99,"89,060",2.02
3044,健鼎,"5,159,232","4,736,185","5,147,940","5,091,046",8.93,"4,579,118",12.67
3045,台灣大,"13,679,221","13,504,749","11,237,224","11,731,084",1.29,"10,612,198",28.9
3046,建碁,"209,340","179,492","185,911","229,752",16.63,"139,468",50.1
3047,訊舟,"469,501","405,795","434,633","433,968",15.7,"582,135",-19.35
3048,益登,"7,871,034","7,553,863","7,970,218","8,752,029",4.2,"7,970,774",-1.25
3049,和鑫,"291,410","315,331","269,209","322,296",-7.59,"112,798",158.35
3050,鈺德,"76,156","83,057","81,551","83,263",-8.31,"80,120",-4.95
3051,力特,"299,435","303,619","312,577","265,861",-1.38,"163,757",82.85
3052,夆典,"693,304","267,917","311,264","307,755",158.78,"780,973",-11.23
3054,立萬利,"6,641","6,038","3,315","4,641",9.99,"25,461",-73.92
3055,蔚華科,"466,434","330,740","281,608","361,340",41.03,"261,995",78.03
3056,總太,"7,589","9,613","7,981","49,778",-21.05,"2,725",178.5
3057,喬鼎,"93,270","70,205","51,161","84,335",32.85,"66,023",41.27
3058,立德,"397,789","399,276","391,713","380,710",-0.37,"357,352",11.32
3059,華晶科,"812,041","741,589","748,711","832,751",9.5,"502,959",61.45
3060,銘異,"378,112","319,548","272,735","316,677",18.33,"389,642",-2.96
3062,建漢,"322,901","314,181","309,978","347,656",2.78,"413,697",-21.95
3090,日電貿,"918,093","899,449","994,536","961,489",2.07,"742,856",23.59
3092,鴻碩,"222,649","213,297","234,424","240,795",4.38,"214,782",3.66
3094,聯傑,"21,067","23,490","29,001","23,548",-10.32,"18,148",16.08
3130,一零四,"128,844","164,684","163,406","176,397",-21.76,"129,017",-0.13
3138,耀登,"120,548","131,951","129,821","138,849",-8.64,"104,533",15.32
3149,正達,"257,138","195,458","192,395","216,847",31.56,"224,079",14.75
3164,景岳,"32,549","38,054","28,873","40,825",-14.47,"25,339",28.45
3167,大量,"445,129","437,884","428,134","364,680",1.65,"232,683",91.3
3189,景碩,"3,118,657","2,874,588","2,732,110","2,680,316",8.49,"2,374,534",31.34
3209,全科,"3,445,621","3,772,043","4,528,328","3,887,979",-8.65,"2,912,387",18.31
3229,晟鈦,"37,209","38,808","38,066","42,672",-4.12,"39,275",-5.26
3231,緯創,"71,903,891","60,974,386","68,220,509","69,092,011",17.92,"79,001,974",-8.98
3257,虹冠電,"116,797","110,053","108,477","105,874",6.13,"90,366",29.25
3266,昇陽,"88,985","48,978","60,980","73,969",81.68,"216,424",-58.88
3296,勝德,"311,724","279,763","287,965","258,367",11.42,"245,064",27.2
3305,昇貿,"642,647","662,588","533,035","572,286",-3.01,"392,723",63.64
3308,聯德,"32,696","34,112","28,295","28,654",-4.15,"28,083",16.43
3311,閎暉,"121,360","133,610","151,712","155,440",-9.17,"129,111",-6.0
3312,弘憶股,"1,819,683","1,406,392","1,520,228","1,569,635",29.39,"1,012,904",79.65
3321,同泰,"196,218","197,128","191,963","177,878",-0.46,"148,158",32.44
3338,泰碩,"437,842","398,221","408,089","459,368",9.95,"532,003",-17.7
3346,麗清,"337,257","414,159","464,211","340,800",-18.57,"357,638",-5.7
3356,奇偶,"104,621","108,967","107,173","106,800",-3.99,"92,943",12.56
3376,新日興,"853,358","919,225","1,115,878","983,152",-7.17,"1,267,551",-32.68
3380,明泰,"2,724,763","2,687,151","2,143,116","2,487,371",1.4,"2,971,343",-8.3
3383,新世紀,"45,175","45,048","50,927","50,831",0.28,"40,165",12.47
3406,玉晶光,"1,135,330","732,198","674,298","815,151",55.06,"1,109,440",2.33
3413,京鼎,"974,959","996,225","1,034,877","933,143",-2.13,"946,544",3.0
3416,融程電,"184,828","253,229","173,082","211,168",-27.01,"131,121",40.96
3419,譁裕,"153,832","168,986","138,041","120,785",-8.97,"136,692",12.54
3432,台端,"4,349","4,170","4,283","3,890",4.29,"1,963",121.55
3437,榮創,"317,646","328,161","331,030","556,170",-3.2,"511,683",-37.92
3443,創意,"1,205,695","1,083,197","1,011,945","1,320,922",11.31,"918,518",31.27
3450,聯鈞,"615,441","610,558","615,756","633,443",0.8,"541,175",13.72
3454,晶睿,"534,910","521,196","468,894","474,822",2.63,"474,102",12.83
3481,群創,"31,513,114","31,376,527","30,345,891","30,987,492",0.44,"24,183,715",30.31
3494,誠研,"33,052","29,675","43,297","35,045",11.38,"32,034",3.18
3501,維熹,"445,951","438,464","467,263","451,451",1.71,"400,112",11.46
3504,揚明光,"358,579","362,077","377,244","490,460",-0.97,"353,540",1.43
3515,華擎,"1,592,956","1,838,910","1,945,465","1,771,307",-13.37,"1,733,265",-8.1
3518,柏騰,"53,207","77,754","85,842","74,229",-31.57,"56,575",-5.95
3528,安馳,"522,284","610,081","563,122","553,622",-14.39,"555,907",-6.05
3530,晶相光,"397,370","355,765","333,001","341,546",11.69,"194,904",103.88
3532,台勝科,"964,212","936,864","956,367","973,944",2.92,"1,037,488",-7.06
3533,嘉澤,"1,608,627","1,499,418","1,752,452","1,683,044",7.28,"1,491,787",7.83
3535,晶彩科,"82,503","64,534","86,784","167,391",27.84,"67,200",22.77
3536,誠創,"55,129","53,564","54,313","56,987",2.92,"41,738",32.08
3543,州巧,"265,602","271,693","278,227","299,052",-2.24,"240,209",10.57
3545,敦泰,"1,913,159","1,950,433","1,908,675","1,523,903",-1.91,"1,077,379",77.58
3550,聯穎,"403,677","444,331","435,200","461,439",-9.15,"232,233",73.82
3557,嘉威,"268,289","355,979","394,124","381,725",-24.63,"247,997",8.18
3563,牧德,"245,477","238,709","230,980","282,214",2.84,"197,235",24.46
3576,聯合再生,"1,378,142","1,276,391","1,015,150","1,466,892",7.97,"1,235,462",11.55
3583,辛耘,"286,039","311,097","404,880","358,953",-8.05,"286,553",-0.18
3588,通嘉,"177,505","172,462","165,969","152,420",2.92,"121,033",46.66
3591,艾笛森,"180,689","195,018","203,476","192,022",-7.35,"153,934",17.38
3593,力銘,"42,996","54,615","54,158","50,143",-21.27,"56,840",-24.36
3596,智易,"3,185,366","3,084,177","3,278,819","3,401,577",3.28,"2,619,883",21.58
3605,宏致,"914,826","913,452","946,342","821,907",0.15,"678,384",34.85
3607,谷崧,"284,894","334,198","317,223","316,973",-14.75,"194,467",46.5
3617,碩天,"684,157","668,160","765,507","759,428",2.39,"843,357",-18.88
3622,洋華,"87,993","106,290","125,232","154,414",-17.21,"114,097",-22.88
3645,達邁,"200,014","197,892","188,632","202,390",1.07,"138,526",44.39
3653,健策,"756,057","728,596","684,674","670,992",3.77,"587,132",28.77
3661,世芯-KY,"797,577","920,126","1,008,533","1,032,917",-13.32,"557,546",43.05
3665,貿聯-KY,"2,407,544","2,316,528","2,317,157","2,178,643",3.93,"1,759,268",36.85
3669,圓展,"361,154","306,181","356,337","326,358",17.95,"255,498",41.35
3673,TPK-KY,"7,097,812","8,312,888","9,177,309","9,572,606",-14.62,"8,854,077",-19.84
3679,新至陞,"358,792","413,468","402,258","384,528",-13.22,"372,543",-3.69
3682,亞太電,"1,044,867","990,211","1,075,581","981,078",5.52,"1,195,617",-12.61
3686,達能,"26,072","18,675","16,531","12,399",39.61,"6,143",324.42
3694,海華,"978,169","1,018,185","885,688","974,862",-3.93,"900,985",8.57
3701,大眾控,"686,781","790,309","783,043","810,358",-13.1,"627,298",9.48
3702,大聯大,"67,767,917","66,085,397","66,372,523","68,100,463",2.55,"47,346,786",43.13
3703,欣陸,"1,623,667","1,964,409","2,003,938","2,345,916",-17.35,"1,600,888",1.42
3704,合勤控,"2,285,562","1,995,135","1,803,690","2,555,308",14.56,"1,918,589",19.13
3705,永信,"655,021","659,804","604,258","620,219",-0.72,"629,220",4.1
3706,神達,"4,523,962","3,382,731","4,136,027","3,896,031",33.74,"4,138,646",9.31
3708,上緯投控,"770,573","862,129","1,163,838","903,186",-10.62,"834,106",-7.62
3711,日月光投控,"43,325,882","42,267,016","41,333,449","42,001,527",2.51,"36,457,523",18.84
3712,永崴投控,"653,181","526,005","495,242","1,047,670",24.18,"372,514",75.34
3714,富采,"3,282,757","3,170,196","2,911,948","2,560,835",3.55,0,None
4104,佳醫,"493,203","556,218","533,199","541,865",-11.33,"507,393",-2.8
4106,雃博,"193,985","206,657","175,798","238,995",-6.13,"173,709",11.67
4108,懷特,"19,812","16,292","19,106","9,348",21.61,"7,268",172.59
4119,旭富,"62,243","67,778","46,551","78,628",-8.17,"169,230",-63.22
4133,亞諾法,"44,424","47,627","32,203","35,608",-6.73,"30,459",45.85
4137,麗豐-KY,"412,375","429,038","423,691","415,815",-3.88,"309,618",33.19
4141,龍燈-KY,"920,919","767,085","946,775","1,079,262",20.05,"730,514",26.06
4142,國光生,"68,932","17,106","1,977","4,955",302.97,"51,715",33.29
4148,全宇生技-KY,"204,754","154,976","203,895","161,135",32.12,"166,410",23.04
4155,訊映,"88,984","126,531","84,995","88,240",-29.67,"104,273",-14.66
4164,承業醫,"141,842","142,630","158,515","179,481",-0.55,"244,227",-41.92
4190,佐登-KY,"216,093","219,619","241,004","278,574",-1.61,"225,262",-4.07
4306,炎洲,"1,620,354","1,488,094","1,537,466","1,624,079",8.89,"1,111,835",45.74
4414,如興,"1,058,692","929,443","1,295,215","1,382,808",13.91,"2,164,325",-51.08
4426,利勤,"50,270","65,759","51,413","84,314",-23.55,"75,551",-33.46
4438,廣越,"1,416,273","1,337,459","625,008","523,018",5.89,"1,568,350",-9.7
4439,冠星-KY,"605,513","649,910","553,776","581,083",-6.83,"327,801",84.72
