公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY
程式執行時間,2021-08-04 00:31:36AM
,110年度,6月
4526,東台,"1,096,909","991,786","802,071","792,628",10.6,"803,785",36.47
4532,瑞智,"2,087,730","1,970,258","2,222,346","2,232,338",5.96,"1,956,520",6.71
4536,拓凱,"579,124","581,625","661,870","721,256",-0.43,"609,219",-4.94
4540,全球傳動,"310,356","310,702","268,079","293,560",-0.11,"240,190",29.21
4545,銘鈺,"301,566","185,761","155,939","153,401",62.34,"159,575",88.98
4551,智伸科,"731,657","753,440","758,924","822,444",-2.89,"549,680",33.11
4552,力達-KY,"407,460","366,149","325,287","266,452",11.28,"379,260",7.44
4555,氣立,"199,222","186,931","184,820","171,354",6.58,"145,586",36.84
4557,永新-KY,"163,785","166,069","159,251","143,965",-1.38,"104,524",56.7
4560,強信-KY,"152,747","152,281","118,426","117,936",0.31,"80,766",89.12
4562,穎漢,"80,430","60,754","66,711","58,119",32.39,"60,737",32.42
4564,元翎,"224,051","211,498","160,262","207,631",5.94,"173,116",29.42
4566,時碩工業,"325,734","342,378","367,012","405,499",-4.86,"229,524",41.92
4571,鈞興-KY,"232,788","198,983","211,286","239,820",16.99,"148,143",57.14
4572,駐龍,"38,519","33,177","33,276","31,864",16.1,"27,286",41.17
4576,大銀微系統,"276,457","252,284","265,557","285,713",9.58,"183,445",50.7
4581,光隆精密-KY,"98,293","81,931","81,233","85,456",19.97,"73,680",33.41
4720,德淵,"269,418","289,020","303,251","325,833",-6.78,"253,895",6.11
4722,國精化,"412,672","348,321","402,600","453,905",18.47,"252,817",63.23
4737,華廣,"155,828","126,419","130,341","131,937",23.26,"122,062",27.66
4739,康普,"561,730","621,067","642,018","635,013",-9.55,"435,872",28.87
4746,台耀,"286,468","251,523","294,885","253,566",13.89,"278,860",2.73
4755,三福化,"352,041","336,226","301,878","345,212",4.7,"377,813",-6.82
4763,材料-KY,"231,760","219,753","223,355","232,021",5.46,"210,144",10.29
4764,雙鍵,"283,963","283,085","226,738","255,088",0.31,"209,591",35.48
4766,南寶,"1,608,624","1,434,501","1,556,128","1,699,101",12.14,"1,166,193",37.94
4807,日成-KY,"163,103","157,309","192,489","130,896",3.68,"91,443",78.37
4904,遠傳,"6,681,451","6,457,443","6,359,087","6,576,529",3.47,"6,163,166",8.41
4906,正文,"2,193,212","2,252,259","2,107,273","2,048,128",-2.62,"1,927,143",13.81
4912,聯德控股-KY,"600,963","445,076","700,460","681,351",35.02,"381,138",57.68
4915,致伸,"5,274,949","5,106,162","6,066,898","5,757,002",3.31,"4,546,725",16.02
4916,事欣科,"240,752","233,729","212,799","186,815",3.0,"160,830",49.69
4919,新唐,"3,748,237","3,371,012","3,495,440","3,901,456",11.19,"1,089,535",244.02
4927,泰鼎-KY,"1,096,507","1,126,261","1,269,671","1,039,230",-2.64,"1,004,673",9.14
4930,燦星網,"931,241","928,529","975,530","899,077",0.29,"781,955",19.09
4934,太極,"140,898","162,379","210,900","152,045",-13.23,"193,671",-27.25
4935,茂林-KY,"904,442","856,320","969,095","1,070,950",5.62,"1,037,464",-12.82
4938,和碩,"88,868,602","90,320,534","93,054,564","80,375,353",-1.61,"109,942,110",-19.17
4942,嘉彰,"768,333","724,299","708,641","755,752",6.08,"672,173",14.31
4943,康控-KY,"241,524","200,812","206,896","161,973",20.27,"303,782",-20.49
4952,凌通,"325,457","320,698","301,697","283,708",1.48,"262,423",24.02
4956,光鋐,"160,821","144,604","150,737","157,244",11.21,"101,792",57.99
4958,臻鼎-KY,"10,302,627","9,932,908","9,548,950","9,294,292",3.72,"8,606,645",19.71
4960,誠美材,"900,246","945,488","901,892","1,032,781",-4.79,"710,058",26.78
4961,天鈺,"2,066,705","2,051,590","1,751,503","1,504,211",0.74,"800,734",158.1
4967,十銓,"718,123","625,146","611,842","609,063",14.87,"1,099,228",-34.67
4968,立積,"531,973","588,711","614,232","601,425",-9.64,"490,223",8.52
4976,佳凌,"147,173","147,153","142,861","171,202",0.01,"95,165",54.65
4977,眾達-KY,"230,377","251,628","240,140","261,066",-8.45,"290,536",-20.71
4989,榮科,"395,875","413,656","349,409","387,353",-4.3,"180,732",119.04
4994,傳奇,"226,356","243,547","235,398","276,336",-7.06,"270,159",-16.21
4999,鑫禾,"265,666","250,316","277,885","268,040",6.13,"274,160",-3.1
5007,三星,"633,938","622,722","610,860","637,305",1.8,"321,088",97.43
5203,訊連,"129,905","123,230","168,132","127,266",5.42,"137,015",-5.19
5215,科嘉-KY,"276,530","319,916","318,555","373,402",-13.56,"316,912",-12.74
5225,東科-KY,"783,039","792,872","928,770","759,523",-1.24,"627,777",24.73
5234,達興材料,"358,728","366,796","365,522","364,340",-2.2,"342,691",4.68
5243,乙盛-KY,"894,333","805,256","1,079,163","1,042,646",11.06,"797,747",12.11
5258,虹堡,"394,399","291,274","283,512","363,113",35.4,"348,947",13.03
5269,祥碩,"529,420","497,393","444,871","508,685",6.44,"524,699",0.9
5283,禾聯碩,"582,438","705,248","541,955","520,115",-17.41,"705,448",-17.44
5284,jpp-KY,"110,090","106,529","108,501","126,730",3.34,"93,119",18.23
5285,界霖,"546,993","525,281","566,678","517,154",4.13,"373,262",46.54
5288,豐祥-KY,"517,028","483,069","462,703","491,003",7.03,"322,528",60.3
5388,中磊,"3,589,606","3,127,606","3,268,553","3,390,381",14.77,"3,636,546",-1.29
5434,崇越,"3,487,524","3,137,696","3,755,934","3,423,958",11.15,"3,099,993",12.5
5469,瀚宇博,"4,442,352","4,520,163","4,415,883","4,388,435",-1.72,"3,984,163",11.5
5471,松翰,"507,430","519,236","547,974","501,640",-2.27,"454,012",11.77
5484,慧友,"56,649","52,751","42,636","32,702",7.39,"26,822",111.2
5515,建國,"470,414","546,657","418,566","386,057",-13.95,"704,816",-33.26
5519,隆大,"158,139","137,350","1,038,694","476,415",15.14,"116,810",35.38
5521,工信,"345,084","287,505","235,577","101,965",20.03,"4,196,043",-91.78
5522,遠雄,"1,771,356","1,668,953","1,609,581","1,931,075",6.14,"1,339,874",32.2
5525,順天,"27,817","45,381","64,202","66,086",-38.7,"82,199",-66.16
5531,鄉林,"227,506","326,667","180,591","106,636",-30.36,"384,734",-40.87
5533,皇鼎,"363,343","186,049","373,020","73,714",95.29,"103,482",251.12
5534,長虹,"97,583","138,630","102,563","65,680",-29.61,"292,651",-66.66
5538,東明-KY,"1,072,800","1,084,626","1,064,577","1,014,045",-1.09,"778,283",37.84
5546,永固-KY,"430,493","450,101","496,725","467,501",-4.36,"452,650",-4.89
5607,遠雄港,"198,797","187,437","187,434","196,512",6.06,"148,027",34.3
5608,四維航,"434,943","440,341","342,210","289,456",-1.23,"208,087",109.02
5706,鳳凰,"3,209","9,808","9,328","6,470",-67.28,"11,959",-73.17
5871,中租-KY,"5,986,697","5,927,575","5,784,845","5,941,144",1.0,"4,761,838",25.72
5876,上海商銀,"3,347,963","2,905,287","2,951,440","3,793,294",15.24,"2,989,633",11.99
5880,合庫金,"4,525,083","4,301,933","4,612,615","4,254,126",5.19,"4,635,559",-2.38
5906,台南-KY,"30,703","96,302","121,966","106,531",-68.12,"110,850",-72.3
5907,大洋-KY,"396,713","502,307","387,354","496,964",-21.02,"351,974",12.71
6005,群益證,"1,433,766","898,584","1,130,686","1,137,870",59.56,"1,100,348",30.3
6024,群益期,"217,245","236,325","201,041","229,625",-8.07,"194,095",11.93
6108,競國,"759,597","794,703","778,342","720,767",-4.42,"704,291",7.85
6112,聚碩,"1,033,923","847,534","867,210","1,014,225",21.99,"1,510,614",-31.56
6115,鎰勝,"605,730","607,770","645,127","697,481",-0.34,"465,943",30.0
6116,彩晶,"2,501,579","2,814,670","2,750,339","3,027,717",-11.12,"1,377,630",81.59
6117,迎廣,"219,899","187,376","171,395","201,798",17.36,"170,399",29.05
6120,達運,"1,573,586","1,598,966","1,618,373","1,725,354",-1.59,"1,263,667",24.53
6128,上福,"411,020","403,868","401,770","423,054",1.77,"305,394",34.59
6133,金橋,"82,224","88,991","78,408","79,179",-7.6,"92,816",-11.41
6136,富爾特,"46,673","52,170","53,056","40,077",-10.54,"59,454",-21.5
6139,亞翔,"2,434,785","1,721,341","1,764,865","1,446,890",41.45,"950,466",156.17
6141,柏承,"314,041","329,697","343,205","365,133",-4.75,"259,375",21.08
6142,友勁,"238,342","182,745","203,461","323,872",30.42,"226,294",5.32
6152,百一,"303,743","294,859","277,482","217,431",3.01,"301,892",0.61
6153,嘉聯益,"1,020,103","930,165","1,174,552","1,287,546",9.67,"1,378,891",-26.02
6155,鈞寶,"74,335","65,467","67,873","67,218",13.55,"50,519",47.14
6164,華興,"81,710","81,169","76,054","68,365",0.67,"59,752",36.75
6165,浪凡,"246,650","218,516","198,881","215,797",12.88,161,153098.76
6166,凌華,"951,831","574,633","733,980","841,191",65.64,"737,089",29.13
6168,宏齊,"297,469","268,661","272,549","242,058",10.72,"182,098",63.36
6172,互億,"35,419","71,920","44,885","49,477",-50.75,"42,966",-17.57
6176,瑞儀,"4,628,479","4,478,330","4,924,942","4,956,289",3.35,"5,147,902",-10.09
6177,達麗,"992,520","1,636,153","13,189","5,455",-39.34,"28,335",3402.81
6183,關貿,"159,778","177,228","148,008","182,657",-9.85,"182,751",-12.57
6184,大豐電,"164,004","163,797","163,196","164,183",0.13,"165,541",-0.93
6189,豐藝,"2,558,789","2,736,678","2,702,551","2,786,653",-6.5,"2,025,167",26.35
6191,精成科,"2,244,622","2,292,371","2,258,426","2,313,199",-2.08,"1,966,698",14.13
6192,巨路,"501,201","414,780","597,714","499,070",20.84,"541,190",-7.39
6196,帆宣,"2,744,611","2,711,949","2,553,798","2,764,288",1.2,"2,006,365",36.8
6197,佳必琪,"340,554","280,766","325,703","298,271",21.29,"320,836",6.15
6201,亞弘電,"330,612","278,877","294,314","365,873",18.55,"293,068",12.81
6202,盛群,"591,271","555,724","523,085","582,693",6.4,"478,743",23.5
6205,詮欣,"144,034","141,918","138,887","114,333",1.49,"141,478",1.81
6206,飛捷,"388,358","379,877","405,638","306,471",2.23,"332,652",16.75
6209,今國光,"278,484","295,331","273,106","311,454",-5.7,"179,194",55.41
6213,聯茂,"2,798,606","2,670,958","2,689,223","2,752,195",4.78,"2,537,891",10.27
6214,精誠,"2,607,508","1,998,491","2,213,247","2,713,242",30.47,"2,266,077",15.07
6215,和椿,"226,217","166,012","165,552","167,755",36.27,"154,855",46.08
6216,居易,"66,831","79,488","68,009","78,559",-15.92,"57,502",16.22
6224,聚鼎,"318,539","286,470","212,368","190,272",11.19,"127,129",150.56
6225,天瀚,"1,297","1,069","1,042","2,345",21.33,"2,833",-54.22
6226,光鼎,"72,949","83,454","81,608","72,579",-12.59,"56,668",28.73
6230,尼得科超眾,"788,889","780,672","760,984","964,138",1.05,"870,014",-9.32
6235,華孚,"221,820","230,958","209,501","184,383",-3.96,"132,879",66.93
6239,力成,"7,063,121","6,886,318","6,671,415","6,509,060",2.57,"6,401,211",10.34
6243,迅杰,"73,537","64,869","75,906","74,985",13.36,"45,831",60.45
6251,定穎,"1,266,301","1,422,999","1,223,141","1,337,673",-11.01,"906,458",39.7
6257,矽格,"1,446,778","1,408,402","1,350,187","1,196,762",2.72,"974,670",48.44
6269,台郡,"2,261,026","2,399,182","2,391,592","2,332,250",-5.76,"2,106,105",7.36
6271,同欣電,"1,166,426","1,156,121","1,112,037","1,164,831",0.89,"785,026",48.58
6277,宏正,"412,912","408,314","399,492","489,840",1.13,"380,501",8.52
6278,台表科,"5,512,866","5,297,090","4,945,016","4,423,784",4.07,"3,285,644",67.79
6281,全國電,"1,982,553","2,300,211","1,673,879","1,283,667",-13.81,"1,845,310",7.44
6282,康舒,"1,603,746","1,685,568","1,633,322","1,854,514",-4.85,"1,622,016",-1.13
6283,淳安,"164,325","262,762","231,841","271,895",-37.46,"124,271",32.23
6285,啟碁,"5,085,059","5,280,326","5,137,151","5,747,371",-3.7,"5,298,150",-4.02
6288,聯嘉,"269,836","288,306","287,847","369,682",-6.41,"360,759",-25.2
6289,華上,"4,909","5,401","5,354","7,119",-9.11,"5,802",-15.39
6405,悅城,"48,289","46,275","44,178","44,678",4.35,"46,010",4.95
6409,旭隼,"1,349,170","1,333,536","1,376,331","1,378,368",1.17,"1,289,081",4.66
6412,群電,"3,194,441","3,270,273","3,162,400","3,538,089",-2.32,"3,069,396",4.07
6414,樺漢,"8,401,461","7,432,676","7,016,323","8,176,248",13.03,"7,165,842",17.24
6415,矽力-KY,"1,775,131","1,710,065","1,767,759","1,580,173",3.8,"1,060,393",67.4
6416,瑞祺電通,"432,315","385,523","300,463","437,230",12.14,"576,143",-24.96
6426,統新,"37,873","45,997","51,629","56,151",-17.66,"70,906",-46.59
6431,光麗-KY,"59,510","4,042","5,430","6,382",1372.29,"3,173",1775.51
6438,迅得,"489,291","380,486","349,823","418,273",28.6,"262,153",86.64
6442,光聖,"229,758","254,075","243,139","236,230",-9.57,"174,920",31.35
6443,元晶,"434,782","484,116","454,450","413,774",-10.19,"414,694",4.84
6449,鈺邦,"235,707","242,363","232,095","236,230",-2.75,"189,941",24.09
6451,訊芯-KY,"348,935","419,198","416,292","345,015",-16.76,"383,572",-9.03
6456,GIS-KY,"12,900,582","12,569,272","10,667,734","10,706,079",2.64,"11,877,489",8.61
6464,台數科,"362,783","331,897","350,368","356,292",9.31,"355,132",2.15
6477,安集,"128,420","87,311","91,238","94,414",47.08,"307,398",-58.22
6491,晶碩,"459,785","443,216","478,344","424,559",3.74,"291,454",57.76
6504,南六,"553,125","605,182","592,022","607,706",-8.6,"880,097",-37.15
6505,台塑化,"45,492,052","52,926,645","46,553,948","46,689,208",-14.05,"32,091,100",41.76
6515,穎崴,"238,668","217,915","185,151","203,940",9.52,"257,634",-7.36
6525,捷敏-KY,"389,744","384,192","382,680","372,735",1.45,"328,699",18.57
6531,愛普,"599,899","515,235","518,317","493,115",16.43,"318,503",88.35
6533,晶心科,"92,723","60,736","53,911","45,958",52.67,"22,177",318.1
6541,泰福-KY,0,0,0,0,None,0,None
6552,易華電,"275,417","270,335","273,400","267,663",1.88,"261,409",5.36
6558,興能高,"115,708","144,248","162,240","191,504",-19.79,"151,718",-23.73
6573,虹揚-KY,"184,535","214,178","206,948","193,812",-13.84,"136,788",34.91
6579,研揚,"615,979","409,278","379,459","495,435",50.5,"583,348",5.59
6581,鋼聯,"140,652","172,944","161,109","66,717",-18.67,"135,670",3.67
6582,申豐,"956,433","982,780","832,321","927,858",-2.68,"363,486",163.13
6591,動力-KY,"125,118","170,027","186,556","212,068",-26.41,"147,016",-14.89
6592,和潤企業,"1,331,922","1,485,892","1,421,765","1,427,319",-10.36,"1,199,860",11.01
6598,ABC-KY,"35,570","21,460","10,881","36,195",65.75,"4,808",639.81
6605,帝寶,"1,305,476","1,283,595","1,355,831","1,546,492",1.7,"1,071,963",21.78
6625,必應,"2,124","25,929","56,769","86,331",-91.81,"14,651",-85.5
6641,基士德-KY,"146,197","176,907","183,768","182,448",-17.36,"162,892",-10.25
6655,科定,"185,737","170,333","200,642","210,466",9.04,"185,729",0.0
6666,羅麗芬-KY,"116,815","80,131","88,531","91,091",45.78,"56,274",107.58
6668,中揚光,"124,757","87,395","105,394","154,157",42.75,"186,424",-33.08
6669,緯穎,"18,168,341","16,411,547","16,616,629","15,340,839",10.7,"22,401,161",-18.9
6670,復盛應用,"2,030,373","2,023,755","1,948,100","1,962,388",0.33,"820,481",147.46
6671,三能-KY,"207,818","176,043","173,380","213,134",18.05,"169,663",22.49
6672,騰輝電子-KY,"749,010","694,575","668,475","612,205",7.84,"336,729",122.44
6674,鋐寶科技,"250,008","246,154","237,623","261,148",1.57,"246,304",1.5
6698,旭暉應材,"72,378","61,195","60,824","63,381",18.27,"34,787",108.06
6706,惠特,"478,637","472,381","429,677","406,366",1.32,"260,332",83.86
6715,嘉基,"167,468","106,318","216,759","156,997",57.52,"205,572",-18.54
6743,安普新,"525,011","559,265","511,318","604,373",-6.12,"461,724",13.71
6754,匯僑設計,"407,334","330,335","330,073","300,018",23.31,"265,544",53.4
6756,威鋒電子,"268,843","267,206","266,771","256,278",0.61,"172,738",55.64
6768,志強-KY,"1,295,193","1,220,243","1,497,094","1,320,386",6.14,"1,300,168",-0.38
6776,展碁國際,"1,765,899","1,614,989","1,248,155","1,266,629",9.34,"1,413,979",24.89
6781,AES-KY,"900,850","902,588","938,269","979,200",-0.19,"303,008",197.3
8011,台通,"115,983","143,876","113,634","118,240",-19.39,"130,392",-11.05
8016,矽創,"1,866,265","1,902,983","1,765,268","1,554,779",-1.93,"925,685",101.61
8021,尖點,"332,158","302,571","298,959","255,707",9.78,"253,929",30.81
8028,昇陽半導體,"244,303","230,231","233,617","226,681",6.11,"184,874",32.15
8033,雷虎,"92,600","98,396","117,318","117,488",-5.89,"88,401",4.75
8039,台虹,"874,030","753,076","745,170","771,706",16.06,"723,126",20.87
8046,南電,"4,246,179","4,099,461","4,139,307","3,866,219",3.58,"3,243,693",30.91
8070,長華*,"1,740,792","1,564,982","1,594,942","1,657,240",11.23,"1,344,027",29.52
8072,陞泰,"122,823","109,913","121,805","137,003",11.75,"85,994",42.83
8081,致新,"808,899","802,002","769,287","753,702",0.86,"566,548",42.78
8101,華冠,"41,568","59,445","68,118","74,819",-30.07,"190,227",-78.15
8103,瀚荃,"345,985","324,244","331,236","323,922",6.71,"247,737",39.66
8104,錸寶,"152,419","149,128","154,408","160,812",2.21,"142,371",7.06
8105,凌巨,"878,332","912,922","895,224","858,232",-3.79,"590,885",48.65
8110,華東,"734,604","711,460","730,826","484,350",3.25,"482,167",52.35
8112,至上,"19,354,059","16,856,004","16,199,282","20,078,015",14.82,"10,552,809",83.4
8114,振樺電,"778,153","686,233","662,960","675,474",13.39,"691,820",12.48
8131,福懋科,"804,816","821,160","840,933","854,994",-1.99,"763,517",5.41
8150,南茂,"2,360,243","2,338,610","2,283,389","2,344,604",0.93,"1,784,515",32.26
8163,達方,"2,593,181","2,414,125","2,525,742","2,190,278",7.42,"1,959,709",32.32
8201,無敵,"129,173","67,007","48,504","85,828",92.78,"122,732",5.25
8210,勤誠,"842,377","735,229","760,631","805,094",14.57,"670,003",25.73
8213,志超,"2,368,489","2,319,131","2,084,966","2,285,884",2.13,"1,894,041",25.05
8215,明基材,"1,444,421","1,468,949","1,369,750","1,393,027",-1.67,"1,254,001",15.18
8222,寶一,"27,373","25,337","31,271","28,223",8.04,"19,152",42.93
8249,菱光,"374,368","424,347","375,953","318,174",-11.78,"324,728",15.29
8261,富鼎,"360,099","359,958","310,696","383,311",0.04,"260,523",38.22
8271,宇瞻,"742,750","759,261","784,520","855,291",-2.17,"574,465",29.29
8341,日友,"287,284","272,549","268,198","288,210",5.41,"251,680",14.15
8367,建新國際,"226,532","163,873","172,599","180,816",38.24,"158,856",42.6
8374,羅昇,"318,488","348,777","306,808","330,271",-8.68,"217,489",46.44
8404,百和興業-KY,"624,139","901,429","2,317,094","1,482,294",-30.76,"410,682",51.98
8411,福貞-KY,"713,244","584,105","485,076","584,255",22.11,"496,711",43.59
8422,可寧衛,"167,734","194,161","232,095","306,590",-13.61,"219,917",-23.73
8427,基勝-KY,"54,488","139,548","206,042","421,644",-60.95,"150,492",-63.79
8429,金麗-KY,"44,600","36,812","44,479","34,240",21.16,"37,703",18.29
8442,威宏-KY,"493,224","478,925","442,003","400,487",2.99,"295,751",66.77
8443,阿瘦,"48,703","61,858","98,941","90,983",-21.27,"106,612",-54.32
8454,富邦媒,"8,326,167","8,128,766","5,803,340","6,108,604",2.43,"5,466,995",52.3
8462,柏文,640,"154,699","323,840","335,870",-99.59,"296,911",-99.78
8463,潤泰材,"267,894","360,281","345,206","276,231",-25.64,"269,660",-0.65
8464,億豐,"2,418,301","2,632,279","2,374,013","2,584,228",-8.13,"2,215,462",9.16
8466,美吉吉-KY,"216,472","306,571","306,167","314,856",-29.39,"258,641",-16.3
8467,波力-KY,"104,405","91,145","91,879","140,729",14.55,"106,510",-1.98
8473,山林水,"264,078","340,680","262,996","431,247",-22.49,"367,240",-28.09
8478,東哥遊艇,"1,016,238","299,083","374,656","433,347",239.78,"987,459",2.91
8480,泰昇-KY,"137,178","132,946","151,422","148,655",3.18,"133,588",2.69
8481,政伸,"127,793","131,544","127,366","144,211",-2.85,"105,906",20.67
8482,商億-KY,"398,646","487,677","405,204","354,114",-18.26,"346,607",15.01
8488,吉源-KY,"390,295","343,382","293,037","273,568",13.66,"212,500",83.67
8499,鼎炫-KY,"198,868","215,202","207,197","199,131",-7.59,"220,496",-9.81
8926,台汽電,"289,639","491,758","574,267","778,638",-41.1,"861,864",-66.39
8940,新天地,"3,171","35,016","67,212","67,367",-90.94,"33,193",-90.45
8996,高力,"198,995","186,635","202,151","187,579",6.62,"160,749",23.79
9105,泰金寶-DR,"8,083,844","7,575,141","9,216,779","9,777,217",6.72,"8,308,025",-2.7
912000,晨訊科-DR,"379,788","227,782","214,830","249,304",66.73,"653,387",-41.87
912398,友佳-DR,"367,771","330,044","315,410","472,826",11.43,"431,068",-14.68
9802,鈺齊-KY,"1,303,564","1,208,909","966,895","1,145,075",7.83,"953,024",36.78
9902,台火,"21,264","110,739","14,413","21,150",-80.8,"41,243",-48.44
9904,寶成,"21,971,533","20,652,139","22,276,195","24,716,585",6.39,"21,535,018",2.03
9905,大華,"824,913","827,316","772,482","721,381",-0.29,"763,777",8.0
9906,欣巴巴,13,12,12,13,8.33,"8,974",-99.86
9907,統一實,"3,689,667","3,587,546","3,282,261","2,967,004",2.85,"2,739,695",34.67
9908,大台北,"226,103","245,281","281,124","316,223",-7.82,"251,632",-10.15
9910,豐泰,"6,889,298","6,034,863","6,773,686","6,931,821",14.16,"5,488,037",25.53
9911,櫻花,"523,171","599,347","571,511","679,175",-12.71,"502,032",4.21
9912,偉聯,"64,311","50,426","58,831","45,543",27.54,"39,283",63.71
9914,美利達,"2,511,684","2,352,838","2,408,701","3,194,815",6.75,"2,928,789",-14.24
9917,中保科,"1,118,469","1,161,974","1,174,566","1,215,573",-3.74,"1,182,105",-5.38
9918,欣天然,"116,828","140,543","169,418","187,454",-16.87,"156,812",-25.5
9919,康那香,"308,440","454,159","268,031","324,248",-32.09,"445,526",-30.77
9921,巨大,"7,281,091","7,192,118","6,911,440","8,410,959",1.24,"7,571,853",-3.84
9924,福興,"814,502","923,458","865,750","826,660",-11.8,"754,144",8.0
9925,新保,"589,600","586,994","602,931","679,709",0.44,"596,732",-1.2
9926,新海,"154,153","168,630","188,442","198,578",-8.59,"150,479",2.44
9927,泰銘,"869,004","793,893","751,001","699,825",9.46,"574,320",51.31
9928,中視,"54,753","59,610","63,863","61,764",-8.15,"64,236",-14.76
9929,秋雨,"45,373","44,073","47,439","46,869",2.95,"47,076",-3.62
9930,中聯資源,"867,290","924,494","903,766","854,882",-6.19,"798,309",8.64
9931,欣高,"89,622","93,959","103,600","108,644",-4.62,"94,619",-5.28
9933,中鼎,"6,119,927","5,595,081","4,298,685","5,746,978",9.38,"3,601,374",69.93
9934,成霖,"1,565,595","1,497,688","1,802,372","1,898,746",4.53,"1,326,800",18.0
9935,慶豐富,"445,454","342,132","445,818","416,601",30.2,"578,613",-23.01
9937,全國,"1,379,863","1,589,277","1,769,828","1,818,619",-13.18,"1,440,578",-4.21
9938,百和,"1,328,818","1,586,447","3,096,417","2,392,501",-16.24,"924,097",43.8
9939,宏全,"2,038,488","2,021,324","1,867,767","1,986,770",0.85,"1,800,921",13.19
9940,信義,"1,426,807","1,053,128","1,612,238","1,564,720",35.48,"1,133,852",25.84
9941,裕融,"2,590,147","2,662,838","2,669,688","2,642,932",-2.73,"2,480,109",4.44
9942,茂順,"325,308","324,384","329,581","332,934",0.28,"238,985",36.12
9943,好樂迪,"9,311","93,315","227,148","212,543",-90.02,"244,943",-96.2
9944,新麗,"241,365","264,328","267,649","255,700",-8.69,"178,425",35.28
9945,潤泰新,"1,928,395","2,387,135","2,042,077","1,610,483",-19.22,"1,146,071",68.26
9946,三發地產,"120,322","73,576","110,783","69,799",63.53,"104,250",15.42
9955,佳龍,"90,597","132,154","113,275","104,449",-31.45,"113,317",-20.05
9958,世紀鋼,"907,264","1,045,395","609,554","600,383",-13.21,"580,569",56.27
1240,茂生農經,"248,171","237,572","249,389","235,368",4.46,"178,840",38.77
1258,其祥-KY,"167,823","200,415","195,794","189,390",-16.26,"219,322",-23.48
1259,安心,"350,351","404,651","433,647","429,387",-13.42,"481,241",-27.2
1264,德麥,"329,871","351,555","409,622","421,628",-6.17,"338,596",-2.58
1268,漢來美食,"53,888","171,316","287,397","288,162",-68.54,"267,833",-79.88
1336,台翰,"189,567","183,841","187,035","123,105",3.11,"149,217",27.04
1565,精華,"501,864","440,278","400,742","486,091",13.99,"400,431",25.33
1569,濱川,"398,792","296,170","279,510","390,104",34.65,"412,449",-3.31
1570,力肯,"53,086","59,429","39,647","71,173",-10.67,"48,456",9.56
1580,新麥,"369,923","331,926","387,548","317,231",11.45,"287,570",28.64
1584,精剛,"74,937","69,915","74,531","71,088",7.18,"52,501",42.73
1586,和勤,"241,905","208,039","205,459","204,367",16.28,"156,280",54.79
1591,駿吉-KY,"56,926","54,910","66,502","76,143",3.67,"64,575",-11.85
1593,祺驊,"112,708","109,194","117,827","87,977",3.22,"66,610",69.21
1595,川寶,"232,296","170,708","179,037","187,084",36.08,"142,460",63.06
1599,宏佳騰,"263,434","294,811","227,624","303,986",-10.64,"140,180",87.93
1742,台蠟,"110,589","39,458","18,137","41,861",180.27,"14,441",665.8
1752,南光,"141,544","161,674","139,485","160,654",-12.45,"131,564",7.59
1777,生泰,"59,041","86,175","71,120","97,017",-31.49,"95,682",-38.29
1781,合世,"45,776","68,987","81,691","91,242",-33.65,"83,300",-45.05
1784,訊聯,"92,189","69,524","84,125","82,729",32.6,"63,274",45.7
1785,光洋科,"2,799,216","2,352,114","2,510,354","2,573,891",19.01,"1,956,409",43.08
1788,杏昌,"411,285","292,056","295,989","318,108",40.82,"312,611",31.56
1796,金穎生技,"40,042","40,632","40,278","41,883",-1.45,"28,283",41.58
1799,易威,"7,609","26,326","12,589","43,040",-71.1,"4,889",55.64
1813,寶利徠,"32,237","38,016","46,468","41,069",-15.2,"27,845",15.77
1815,富喬,"486,531","452,806","440,264","430,241",7.45,"208,193",133.69
2035,唐榮公司,"1,539,902","1,488,655","1,175,614","1,305,681",3.44,"992,866",55.1
2061,風青,"75,912","87,601","97,990","99,046",-13.34,"58,489",29.79
2063,世鎧,"121,051","114,580","99,524","109,665",5.65,"71,360",69.63
2064,晉椿,"259,649","248,612","206,310","234,792",4.44,"102,990",152.11
2065,世豐,"231,374","243,895","233,964","299,067",-5.13,"154,566",49.69
2066,世德,"193,580","194,104","197,488","220,828",-0.27,"152,164",27.22
2067,嘉鋼,"76,314","76,050","79,457","100,124",0.35,"51,098",49.35
2070,精湛,"36,105","37,989","62,317","48,648",-4.96,"36,327",-0.61
2221,大甲,"152,679","120,105","124,096","99,182",27.12,"86,648",76.21
2230,泰茂,"53,330","49,100","54,586","46,580",8.62,"38,624",38.07
2235,謚源,"66,025","58,483","52,107","45,145",12.9,"30,034",119.83
2596,綠意,"128,262","228,201","15,482",76,-43.79,"77,432",65.64
2640,大車隊,"135,461","163,037","183,959","178,254",-16.91,"163,014",-16.9
2641,正德,"103,790","114,225","76,943","69,937",-9.14,"63,943",62.32
2643,捷迅,"382,737","397,943","355,456","363,111",-3.82,"285,056",34.27
2718,晶悅,265,"4,797","5,167","2,485",-94.48,"2,730",-90.29
2719,燦星旅,893,"5,580","4,352","2,310",-84.0,"7,208",-87.61
2724,富驛-KY,"6,653","5,504","5,414","7,765",20.88,"13,785",-51.74
2726,雅茗-KY,"125,567","127,303","130,025","130,775",-1.36,"128,953",-2.63
