程式執行時間,2021-08-12 22:33:24
,110年度,7月
公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY,收盤價
912398,友佳-DR,"341,438","367,771","330,044","315,410",-7.16,"246,204",38.68,Error
9802,鈺齊-KY,"1,165,782","1,303,564","1,208,909","966,895",-10.57,"1,144,072",1.9,89.1
9902,台火,"12,894","21,264","110,739","14,413",-39.36,"2,347",449.38,13.0
9904,寶成,"17,125,661","21,971,533","20,652,139","22,276,195",-22.06,"19,413,708",-11.79,34.6
9905,大華,"914,833","824,913","827,316","772,482",10.9,"820,067",11.56,27.35
9906,欣巴巴,12,13,12,12,-7.69,"9,184",-99.87,50.9
9907,統一實,"3,905,986","3,689,667","3,587,546","3,282,261",5.86,"2,900,309",34.67,14.95
9908,大台北,"204,044","226,103","245,281","281,124",-9.76,"246,764",-17.31,33.45
9910,豐泰,"5,871,064","6,889,298","6,034,863","6,773,686",-14.78,"5,178,650",13.37,223.0
9911,櫻花,"562,427","523,171","599,347","571,511",7.5,"472,526",19.03,69.4
9912,偉聯,"43,891","64,311","50,426","58,831",-31.75,"48,105",-8.76,9.53
9914,美利達,"3,067,038","2,511,684","2,352,838","2,408,701",22.11,"2,534,580",21.01,332.5
9917,中保科,"1,121,679","1,118,469","1,161,974","1,174,566",0.29,"1,114,062",0.68,94.3
9918,欣天然,"104,273","116,828","140,543","169,418",-10.75,"111,592",-6.56,40.55
9919,康那香,"285,197","308,440","454,159","268,031",-7.54,"472,512",-39.64,25.5
9921,巨大,"6,936,813","7,281,091","7,192,118","6,911,440",-4.73,"6,733,336",3.02,343.0
9924,福興,"941,940","814,502","923,458","865,750",15.65,"828,798",13.65,40.4
9925,新保,"613,750","589,600","586,994","602,931",4.1,"615,894",-0.35,39.75
9926,新海,"154,786","154,153","168,630","188,442",0.41,"143,816",7.63,47.1
9927,泰銘,"791,022","869,004","793,893","751,001",-8.97,"747,743",5.79,38.35
9928,中視,"62,515","54,753","59,610","63,863",14.18,"70,128",-10.86,5.4
9929,秋雨,"43,866","45,373","44,073","47,439",-3.32,"50,099",-12.44,10.9
9930,中聯資源,"897,124","867,290","924,494","903,766",3.44,"834,788",7.47,46.8
9931,欣高,"80,917","89,622","93,959","103,600",-9.71,"82,300",-1.68,nan
9933,中鼎,"5,280,140","6,119,927","5,595,081","4,298,685",-13.72,"4,898,128",7.8,38.6
9934,成霖,"1,659,018","1,565,595","1,497,688","1,802,372",5.97,"1,597,663",3.84,17.0
9935,慶豐富,"499,187","445,454","342,132","445,818",12.06,"710,778",-29.77,21.0
9937,全國,"1,628,658","1,379,863","1,589,277","1,769,828",18.03,"1,635,903",-0.44,48.75
9938,百和,"1,312,886","1,328,818","1,586,447","3,096,417",-1.2,"1,039,446",26.31,86.1
9939,宏全,"2,081,826","2,038,488","2,021,324","1,867,767",2.13,"1,996,576",4.27,77.8
9940,信義,"1,431,355","1,426,807","1,053,128","1,612,238",0.32,"1,195,216",19.76,31.35
9941,裕融,"2,687,872","2,590,147","2,662,838","2,669,688",3.77,"2,532,100",6.15,180.0
9942,茂順,"326,411","325,308","324,384","329,581",0.34,"253,754",28.63,96.0
9943,好樂迪,"4,359","9,311","93,315","227,148",-53.18,"238,631",-98.17,61.1
9944,新麗,"206,937","241,365","264,328","267,649",-14.26,"220,327",-6.08,21.25
9945,潤泰新,"2,925,757","1,928,395","2,387,135","2,042,077",51.72,"1,452,792",101.39,67.0
9946,三發地產,"330,979","120,322","73,576","110,783",175.08,"73,318",351.43,16.1
9955,佳龍,"89,353","90,597","132,154","113,275",-1.37,"163,326",-45.29,17.3
9958,世紀鋼,"1,080,740","907,264","1,045,395","609,554",19.12,"700,467",54.29,115.0
1240,茂生農經,"280,792","248,171","237,572","249,389",13.14,"180,860",55.25,54.70
1258,其祥-KY,"175,985","167,823","200,415","195,794",4.86,"209,920",-16.17,16.45
1259,安心,"375,420","350,351","404,651","433,647",7.16,"502,535",-25.29,69.90
1264,德麥,"388,748","329,871","351,555","409,622",17.85,"376,152",3.35,314.00
1268,漢來美食,"52,967","53,888","171,316","287,397",-1.71,"312,646",-83.06,130.50
1336,台翰,"194,341","189,567","183,841","187,035",2.52,"177,822",9.29,22.05
1565,精華,"470,757","501,864","440,278","400,742",-6.2,"352,759",33.45,356.50
1569,濱川,"402,617","398,792","296,170","279,510",0.96,"418,927",-3.89,26.40
1570,力肯,"59,227","53,086","59,429","39,647",11.57,"50,267",17.82,17.85
1580,新麥,"382,475","369,923","331,926","387,548",3.39,"324,786",17.76,109.50
1584,精剛,"106,389","74,937","69,915","74,531",41.97,"69,952",52.09,15.10
1586,和勤,"204,428","241,905","208,039","205,459",-15.49,"196,919",3.81,40.85
1591,駿吉-KY,0,"56,926","54,910","66,502",-100.0,"67,261",-100.0,15.90
1593,祺驊,"121,965","112,708","109,194","117,827",8.21,"78,308",55.75,100.50
1595,川寶,"229,174","232,296","170,708","179,037",-1.34,"106,101",116.0,35.55
1599,宏佳騰,"290,680","263,434","294,811","227,624",10.34,"209,895",38.49,41.80
1742,台蠟,"21,739","110,589","39,458","18,137",-80.34,"19,102",13.8,19.65
1752,南光,"168,081","141,544","161,674","139,485",18.75,"145,903",15.2,37.65
1777,生泰,"44,409","59,041","86,175","71,120",-24.78,"82,796",-46.36,71.70
1781,合世,"82,209","45,776","68,987","81,691",79.59,"80,382",2.27,16.60
1784,訊聯,"84,434","92,189","69,524","84,125",-8.41,"76,084",10.97,46.50
1785,光洋科,"2,808,818","2,799,216","2,352,114","2,510,354",0.34,"2,201,892",27.56,46.45
1788,杏昌,"275,623","411,285","292,056","295,989",-32.98,"286,038",-3.64,133.50
1796,金穎生技,"42,683","40,042","40,632","40,278",6.6,"29,786",43.3,33.70
1799,易威,"16,399","7,609","26,326","12,589",115.52,"11,635",40.95,15.70
1813,寶利徠,"31,898","32,237","38,016","46,468",-1.05,"36,526",-12.67,18.80
1815,富喬,"445,328","486,531","452,806","440,264",-8.47,"206,256",115.91,18.50
2035,唐榮公司,"1,685,947","1,539,902","1,488,655","1,175,614",9.48,"911,201",85.02,38.75
2061,風青,"79,311","75,912","87,601","97,990",4.48,"58,813",34.85,19.75
2063,世鎧,"136,543","121,051","114,580","99,524",12.8,"100,119",36.38,37.00
2064,晉椿,"258,222","259,649","248,612","206,310",-0.55,"143,312",80.18,18.50
2065,世豐,"234,949","231,374","243,895","233,964",1.55,"190,166",23.55,54.40
2066,世德,"192,092","193,580","194,104","197,488",-0.77,"177,778",8.05,52.50
2067,嘉鋼,"82,158","76,314","76,050","79,457",7.66,"55,879",47.03,12.95
2070,精湛,"58,082","36,105","37,989","62,317",60.87,"26,155",122.07,28.45
2221,大甲,"182,651","152,679","120,105","124,096",19.63,"91,457",99.71,34.25
2230,泰茂,"46,656","53,330","49,100","54,586",-12.51,"40,596",14.93,14.95
2235,謚源,"61,705","66,025","58,483","52,107",-6.54,"49,294",25.18,41.90
2596,綠意,"206,523","128,262","228,201","15,482",61.02,"27,496",651.1,23.30
2640,大車隊,"128,490","135,461","163,037","183,959",-5.15,"167,698",-23.38,76.00
2641,正德,"111,087","103,790","114,225","76,943",7.03,"70,937",56.6,29.20
2643,捷迅,"429,414","382,737","397,943","355,456",12.2,"291,290",47.42,87.20
2718,晶悅,"3,467",265,"4,797","5,167",1208.3,68,4998.53, ---
2719,燦星旅,410,893,"5,580","4,352",-54.09,"9,540",-95.7, ---
2724,富驛-KY,"6,156","6,653","5,504","5,414",-7.47,"17,773",-65.36,5.50
2726,雅茗-KY,"129,522","125,567","127,303","130,025",3.15,"152,610",-15.13,48.00
2729,瓦城,"218,762","220,279","302,877","403,688",-0.69,"438,263",-50.08,243.00
2732,六角,"307,221","307,669","300,023","348,967",-0.15,"422,829",-27.34,102.00
2734,易飛網,"8,383","14,586","15,383","27,989",-42.53,"39,014",-78.51,24.30
2736,高野,"10,425","4,027","20,529","50,529",158.88,"71,981",-85.52,17.10
2740,天蔥,"4,113","3,455","7,281","13,367",19.04,"14,008",-70.64,21.50
2743,山富,567,"13,290","20,106","36,158",-95.73,"28,162",-97.99,21.50
2745,五福,"1,210","1,516","11,833","21,114",-20.18,"18,728",-93.54,22.75
2752,豆府,"75,251","59,087","79,435","172,892",27.36,"182,388",-58.74,149.00
2754,亞洲藏壽司,"36,525","22,731","111,799","244,908",60.68,"223,778",-83.68,70.70
2755,揚秦,"123,954","121,862","125,886","136,274",1.72,"133,067",-6.85,59.40
2916,滿心,"46,963","16,750","66,429","124,288",180.38,"94,736",-50.43, ---
2924,東凌-KY,"19,607","18,947","27,069","23,779",3.48,"23,543",-16.72, ---
2926,誠品生活,"310,893","334,234","327,064","408,922",-6.98,"355,378",-12.52,61.00
2928,紅馬-KY,"354,478","298,649","273,155","285,150",18.69,"354,544",-0.02,31.65
2937,集雅社,"190,003","203,377","255,359","227,386",-6.58,"242,066",-21.51,36.30
3064,泰偉,"10,533","15,717","23,100","24,984",-32.98,"34,919",-69.84,18.00
3066,李洲,"44,428","42,324","38,679","40,344",4.97,"25,028",77.51,14.25
3067,全域,"5,915","6,708","4,578","4,527",-11.82,"3,290",79.79, ---
3071,協禧,"244,200","205,780","212,324","217,454",18.67,"205,571",18.79,25.45
3073,天方能源,"5,058","2,030","3,068","1,558",149.16,"7,888",-35.88,25.00
3078,僑威,"765,239","912,582","900,116","922,199",-16.15,"695,884",9.97,48.60
3081,聯亞,"131,680","145,013","194,493","200,489",-9.19,"200,640",-34.37,232.00
3083,網龍,"35,195","28,043","27,812","23,716",25.5,"37,689",-6.62,46.35
3085,新零售,"8,318","8,428","4,238","4,125",-1.31,"6,308",31.86,7.39
3086,華義,"23,819","21,672","22,474","21,205",9.91,"8,489",180.59,102.50
3088,艾訊,"403,542","386,128","363,712","351,539",4.51,"373,603",8.01,50.40
3089,億杰,"12,914","17,314","21,534","13,378",-25.41,"42,670",-69.74,25.80
3093,港建,"301,622","161,293","210,912","162,214",87.0,"108,123",178.96,78.80
3095,及成,"32,209","36,177","43,538","44,189",-10.97,"32,757",-1.67,3.05
3105,穩懋,"2,191,486","2,057,822","2,060,141","2,024,120",6.5,"2,073,991",5.67,343.50
3114,好德,"305,496","292,912","311,058","294,398",4.3,"264,524",15.49,38.25
3115,寶島極,"43,750","46,110","29,378","41,028",-5.12,"22,443",94.94,14.35
3118,進階,"69,240","78,959","50,994","52,384",-12.31,"53,369",29.74,30.40
3122,笙泉,"76,694","68,412","59,925","56,456",12.11,"39,289",95.2,47.50
3128,昇銳,"75,579","67,104","74,687","64,457",12.63,"81,018",-6.71,17.60
3131,弘塑,"346,626","265,857","267,135","270,941",30.38,"222,561",55.74,405.00
3141,晶宏,"266,583","193,503","190,264","186,991",37.77,"100,678",164.79,141.00
3144,新揚科,"270,176","238,953","213,347","218,277",13.07,"304,337",-11.22,39.50
3147,大綜,"439,871","375,213","346,547","384,650",17.23,"208,296",111.18,57.50
3152,璟德,"286,106","286,035","285,036","280,227",0.02,"180,088",58.87,450.50
3162,精確,"84,788","168,835","91,022","106,184",-49.78,"50,478",67.97,53.70
3163,波若威,"176,169","178,489","192,044","203,513",-1.3,"298,681",-41.02,41.35
3169,亞信,"109,625","105,005","96,560","87,136",4.4,"56,120",95.34,147.50
3171,新洲,"146,480","154,229","158,423","157,823",-5.02,"124,465",17.69,22.40
3176,基亞,"33,549","53,985","56,713","64,173",-37.85,"49,546",-32.29,63.00
3178,公準,"129,898","146,728","105,164","127,464",-11.47,"106,053",22.48,68.20
3188,鑫龍騰,"49,570","176,687","286,182","191,949",-71.94,"41,679",18.93,14.55
3191,和進,"23,136","30,176","25,542","24,864",-23.33,"15,362",50.61,6.65
3202,樺晟,"356,720","391,866","345,266","448,297",-8.97,"353,362",0.95,13.30
3205,佰研,"47,321","52,937","49,583","51,207",-10.61,"45,513",3.97,27.15
3206,志豐,"346,813","353,002","338,654","433,191",-1.75,"291,133",19.13,33.70
3207,耀勝,"102,706","85,187","77,249","81,398",20.57,"78,806",30.33,11.25
3211,順達,"1,483,258","1,577,019","1,633,897","1,808,087",-5.95,"1,703,387",-12.92,98.80
3213,茂訊,"304,107","260,352","349,792","248,885",16.81,"304,220",-0.04,59.80
3217,優群,"276,771","242,279","213,970","242,997",14.24,"228,100",21.34,100.50
3218,大學光,"221,122","175,662","208,940","230,168",25.88,"200,317",10.39,327.50
3219,倚強科,"490,234","346,746","156,357","162,096",41.38,"10,734",4467.11,155.50
3221,台嘉碩,"274,182","242,480","228,262","229,712",13.07,"179,966",52.35,34.30
3224,三顧,"208,331","132,585","143,778","128,644",57.13,"147,853",40.9,46.65
3226,至寶電,"256,804","267,503","269,498","263,755",-4.0,"216,463",18.64,68.50
3227,原相,"837,276","807,933","882,431","858,687",3.63,"638,975",31.03,163.50
3228,金麗科,"48,961","52,641","79,303","73,076",-6.99,"20,293",141.27,400.00
3230,錦明,"121,360","102,989","143,581","139,387",17.84,"112,129",8.23,16.65
3232,昱捷,"92,282","81,712","84,789","90,075",12.94,"61,393",50.31,19.70
3234,光環,"101,069","106,737","100,774","122,171",-5.31,"156,178",-35.29,28.90
3236,千如,"201,510","217,442","203,556","194,996",-7.33,"212,350",-5.1,26.80
3252,海灣,"24,290","26,397","28,353","39,395",-7.98,"16,777",44.78,16.10
3259,鑫創,"56,783","65,618","58,850","50,036",-13.46,"48,290",17.59,40.05
3260,威剛,"3,268,176","3,385,332","3,633,536","3,602,398",-3.46,"2,716,153",20.32,97.40
3264,欣銓,"1,069,812","986,336","945,400","941,468",8.46,"819,226",30.59,60.80
3265,台星科,"262,201","242,956","223,350","235,186",7.92,"227,737",15.13,31.40
3268,海德威,"157,232","103,218","167,432","113,515",52.33,"121,894",28.99,34.10
3272,東碩,"173,001","405,833","323,569","368,554",-57.37,"535,988",-67.72,39.60
3276,宇環,"149,422","141,799","135,991","115,009",5.38,"93,464",59.87,14.75
3284,太普高,"29,533","42,975","68,767","56,220",-31.28,"30,055",-1.74,12.10
3285,微端,"89,512","116,913","66,600","88,858",-23.44,"112,108",-20.16,21.40
3287,廣寰科,"47,168","61,126","53,931","66,229",-22.83,"75,501",-37.53,17.05
3288,點晶,"12,025","7,983","11,278","7,893",50.63,"10,283",16.94,16.90
3289,宜特,"262,836","239,313","264,786","267,197",9.83,"250,466",4.94,48.35
3290,東浦,"137,218","112,154","119,530","108,531",22.35,"137,364",-0.11,13.00
3293,鈊象,"968,902","960,707","963,377","922,588",0.85,"753,551",28.58,792.00
3294,英濟,"487,835","402,850","412,896","410,942",21.1,"510,630",-4.46,18.40
3297,杭特,"22,113","21,225","21,561","19,589",4.18,"19,449",13.7,14.70
3303,岱稜,"220,798","255,227","223,644","211,328",-13.49,"227,790",-3.07,21.15
3306,鼎天,"137,002","137,875","78,855","104,667",-0.63,"122,065",12.24,22.70
3310,佳穎,"107,103","99,401","98,128","117,775",7.75,"81,966",30.67,29.70
3313,斐成,"3,520","24,304","17,285","4,054",-85.52,"5,034",-30.08,11.55
3317,尼克森,"235,434","226,300","220,590","243,898",4.04,"194,756",20.89,79.50
3322,建舜電,"373,781","333,884","316,257","330,292",11.95,"278,897",34.02,16.45
3323,加百裕,"843,765","1,600,580","1,107,444","1,082,219",-47.28,"1,185,441",-28.82,42.00
3324,雙鴻,"1,084,115","996,748","950,803","1,026,807",8.77,"1,124,515",-3.59,169.00
3325,旭品,"96,931","83,287","106,200","154,729",16.38,"269,823",-64.08,23.20
3332,幸康,"105,614","92,887","86,130","84,027",13.7,"116,883",-9.64,37.95
3339,泰谷,"61,866","79,671","81,230","90,274",-22.35,"70,917",-12.76,19.40
3354,律勝,"15,642","13,761","15,009","10,606",13.67,"30,977",-49.5,13.85
3357,臺慶科,"555,527","547,912","532,278","504,144",1.39,"411,746",34.92,160.50
3360,尚立,"685,649","563,427","714,925","909,418",21.69,"763,551",-10.2,15.15
3362,先進光,"278,276","264,882","259,572","341,543",5.06,"302,337",-7.96,74.10
3363,上詮,"172,837","135,268","134,411","147,164",27.77,"139,512",23.89,25.80
3372,典範,"178,081","174,478","163,172","161,003",2.07,"95,173",87.11,26.15
3373,熱映,"60,466","76,139","90,482","100,512",-20.58,"280,419",-78.44,67.80
3374,精材,"694,274","595,729","478,636","444,890",16.54,"611,391",13.56,158.50
3379,彬台,"68,441","94,902","39,084","34,076",-27.88,"80,803",-15.3,12.35
3388,崇越電,"742,327","789,385","705,769","730,784",-5.96,"667,936",11.14,76.80
3390,旭軟,"92,346","84,895","80,953","61,778",8.78,"62,376",48.05,19.00
3402,漢科,"274,096","268,059","264,569","293,346",2.25,"223,592",22.59,41.10
3426,台興,"65,934","59,616","55,279","56,171",10.6,"43,166",52.75,39.85
3434,哲固,"49,184","74,373","82,414","61,214",-33.87,"35,829",37.27,13.00
3438,類比科,"144,263","142,658","138,118","142,069",1.13,"114,454",26.04,89.30
3441,聯一光,"48,417","38,143","37,278","36,412",26.94,"21,297",127.34,38.50
3444,利機,"95,275","113,786","106,868","103,884",-16.27,"76,028",25.32,37.85
3455,由田,"240,919","201,283","200,596","189,353",19.69,"222,976",8.05,60.90
3465,進泰電子,"289,021","306,800","276,655","217,623",-5.79,"45,633",533.36,179.00
3466,致振,"116,606","77,624","84,984","55,247",50.22,"76,302",52.82,12.10
3479,安勤,"437,047","377,862","391,944","373,474",15.66,"433,241",0.88,52.90
3483,力致,"629,633","581,272","552,015","559,643",8.32,"519,981",21.09,84.00
3484,崧騰,"614,425","617,194","606,315","549,819",-0.45,"385,468",59.4,76.10
3489,森寶,"107,690","170,353","84,462","240,047",-36.78,"281,779",-61.78,10.80
3490,單井,"42,595","50,937","37,764","42,795",-16.38,"35,939",18.52,24.00
3491,昇達科,"170,207","136,962","137,799","132,684",24.27,"147,161",15.66,70.00
3492,長盛,"66,417","50,730","68,635","73,732",30.92,"52,924",25.5,21.00
3498,陽程,"74,035","114,189","173,067","208,296",-35.16,"114,321",-35.24,34.90
3499,環天科,"37,518","46,272","35,977","39,079",-18.92,"28,225",32.92,13.10
3508,位速,"112,337","86,389","92,934","96,536",30.04,"81,880",37.2,21.95
3511,矽瑪,"360,319","275,290","242,841","269,995",30.89,"93,326",286.09,45.30
3512,皇龍,"275,626","288,323","237,307","119,634",-4.4,"238,891",15.38,32.55
3516,亞帝歐,"92,786","150,316","89,037","64,469",-38.27,"63,951",45.09,15.75
3520,華盈,"126,829","86,006","68,872","107,240",47.47,"122,672",3.39,13.00
3521,鴻翊,"23,010","10,028","35,999","23,366",129.46,"20,614",11.62,11.60
3522,御頂,"4,496","4,211","34,064","68,176",6.77,"71,793",-93.74,11.95
3523,迎輝,"27,107","26,290","24,450","19,305",3.11,"40,016",-32.26,8.44
3526,凡甲,"234,235","259,326","212,708","250,946",-9.68,"176,606",32.63,170.00
3527,聚積,"363,303","289,982","273,558","262,095",25.28,"115,902",213.46,161.00
3529,力旺,"372,498","57,177","159,243","324,995",551.48,"308,050",20.92,1300.00
3531,先益,"166,122","167,197","171,698","169,592",-0.64,"149,376",11.21,22.50
3537,堡達,"265,727","235,804","233,956","287,089",12.69,"251,452",5.68,34.35
3540,曜越,"301,854","287,116","400,102","417,494",5.13,"595,965",-49.35,52.20
3541,西柏,"138,750","131,638","129,233","129,193",5.4,"111,270",24.7,52.00
3546,宇峻,"180,445","184,273","124,196","108,722",-2.08,"124,204",45.28,93.00
3548,兆利,"512,260","635,442","620,247","541,648",-19.39,"437,105",17.19,64.80
3551,世禾,"175,052","171,655","174,807","172,872",1.98,"175,223",-0.1,58.10
3552,同致,"634,255","616,539","634,570","654,369",2.87,"546,175",16.13,204.50
3555,重鵬,974,"1,418","2,393",748,-31.31,"7,484",-86.99,34.40
3556,禾瑞亞,"160,048","173,655","155,582","129,511",-7.84,"98,188",63.0,94.90
3558,神準,"869,137","801,830","705,140","707,360",8.39,"656,586",32.37,95.40
3564,其陽,"179,924","131,329","128,611","113,125",37.0,"119,726",50.28,23.40
3567,逸昌,"38,033","37,023","36,408","35,573",2.73,"31,004",22.67,34.70
3570,大塚,"105,031","108,613","88,798","117,455",-3.3,"93,221",12.67,70.20
3577,泓格,"96,599","97,134","95,782","93,267",-0.55,"68,868",40.27,48.00
3580,友威科,"61,763","65,399","56,777","54,488",-5.56,"37,067",66.63,53.00
3581,博磊,"94,490","105,574","86,697","123,732",-10.5,"114,849",-17.73,25.35
3587,閎康,"296,355","281,963","271,084","257,165",5.1,"266,547",11.18,140.50
3594,磐儀,"114,748","135,236","132,259","134,937",-15.15,"113,541",1.06,23.95
3597,映興,"102,477","94,769","90,120","89,029",8.13,"76,117",34.63,28.00
3609,三一東林,"71,603","64,046","71,228","53,306",11.8,"42,503",68.47,51.40
3611,鼎翰,"557,677","573,093","564,549","603,712",-2.69,"461,600",20.81,227.00
3615,安可,"120,546","101,537","98,141","117,016",18.72,"81,655",47.63,23.00
3623,富晶通,"34,854","30,281","30,990","26,766",15.1,"25,629",35.99,15.40
3624,光頡,"257,850","264,153","251,623","252,517",-2.39,"184,756",39.56,45.30
3625,西勝,"198,722","194,808","229,796","197,155",2.01,"210,729",-5.7,25.70
3628,盈正,"225,830","229,428","222,474","234,800",-1.57,"205,747",9.76,34.85
3629,地心引力,"30,539","31,600","25,927","24,974",-3.36,"55,619",-45.09,63.60
3630,新鉅科,"145,589","161,392","207,456","257,284",-9.79,"226,528",-35.73,42.50
3631,晟楠,"16,624","13,997","15,927","17,519",18.77,"23,693",-29.84,44.25
3632,研勤,"23,257","12,840","19,729","33,919",81.13,"35,249",-34.02,8.70
3642,駿熠電,"26,352","17,732","19,789","29,298",48.61,"21,704",21.42,12.20
3646,艾恩特,"83,784","80,456","76,401","74,823",4.14,"55,215",51.74,27.15
3652,精聯,"243,773","201,197","176,955","177,669",21.16,"151,501",60.91,28.40
3663,鑫科,"284,711","280,347","243,324","235,269",1.56,"199,382",42.8,41.55
3664,安瑞-KY,"19,579","28,220","23,972","26,036",-30.62,"45,781",-57.23,9.58
3666,光耀,"125,615","126,568","151,802","168,865",-0.75,"177,923",-29.4,35.30
3672,康聯訊,"71,887","62,471","75,932","60,666",15.07,"73,175",-1.76,15.10
3675,德微,"178,400","176,935","171,624","170,263",0.83,"134,550",32.59,147.00
3680,家登,"232,698","202,245","235,286","166,098",15.06,"214,587",8.44,251.00
3684,榮昌,"83,909","69,998","67,693","57,621",19.87,"41,521",102.09,40.00
3685,元創精密,"93,976","95,512","105,706","97,106",-1.61,"88,381",6.33,25.90
3687,歐買尬,"145,741","145,200","135,064","113,097",0.37,"103,076",41.39,106.00
3689,湧德,"572,165","511,834","531,395","535,176",11.79,"449,137",27.39,33.75
3691,碩禾,"646,407","621,323","598,795","662,185",4.04,"767,606",-15.79,191.50
3693,營邦,"277,755","336,991","267,592","263,398",-17.58,"255,001",8.92,40.30
3707,漢磊,"630,952","604,207","570,367","568,283",4.43,"447,228",41.08,95.60
3709,鑫聯大投控,"1,353,669","1,465,617","1,664,662","1,603,081",-7.64,"2,146,961",-36.95,27.30
3710,連展投控,"591,843","535,293","547,581","614,460",10.56,"751,133",-21.21,8.94
3713,新晶投控,"38,680","59,570","54,847","38,625",-35.07,"9,674",299.83,34.10
4102,永日,"36,819","41,477","48,140","47,437",-11.23,"44,205",-16.71,20.30
4105,東洋,"338,674","310,476","378,770","353,723",9.08,"313,131",8.16,78.20
4107,邦特,"147,602","155,946","151,338","133,446",-5.35,"169,894",-13.12,106.00
4109,加捷生醫,"16,335","16,558","17,674","17,234",-1.35,"17,695",-7.69,13.30
4111,濟生,"89,180","86,523","82,485","85,904",3.07,"77,457",15.13,22.90
4113,聯上,"216,857","295,793","130,734","26,009",-26.69,"10,379",1989.38,13.80
4114,健喬,"245,788","259,507","268,559","250,212",-5.29,"269,514",-8.8,25.05
4116,明基醫,"116,972","121,444","120,438","95,311",-3.68,"111,273",5.12,29.60
4120,友華,"348,418","416,093","374,442","340,498",-16.26,"309,108",12.72,39.85
4121,優盛,"297,863","380,138","367,072","281,977",-21.64,"329,364",-9.56,23.95
4123,晟德,"30,487","34,868","47,471","50,046",-12.56,"39,158",-22.14,68.50
4126,太醫,"181,424","165,467","160,325","163,524",9.64,"213,327",-14.95,70.70
4127,天良,"49,230","60,832","37,523","39,439",-19.07,"31,844",54.6,10.55
4128,中天,"158,157","180,419","183,613","122,641",-12.34,"116,238",36.06,55.10
4129,聯合,"210,803","159,669","201,412","234,689",32.03,"230,413",-8.51,32.05
4130,健亞,"37,553","32,335","36,920","31,028",16.14,"44,710",-16.01,24.60
4131,晶宇,"4,121","6,470","5,735","7,078",-36.31,"6,777",-39.19, ---
4138,曜亞,"60,246","49,203","72,529","96,343",22.44,"73,279",-17.79,50.30
4139,馬光-KY,"75,034","72,424","75,725","77,105",3.6,"75,159",-0.17,52.80
4147,中裕,"32,228","46,496","51,791","56,912",-30.69,"95,830",-66.37,68.10
4152,台微體,"11,038","123,087","32,194","4,895",-91.03,"3,156",249.75,99.60
4153,鈺緯,"67,250","52,738","64,060","51,070",27.52,"71,231",-5.59,22.00
4154,康樂-KY,"41,625","36,917","32,264","27,472",12.75,"33,388",24.67,25.75
4157,太景*-KY,549,"916,884",427,"327,176",-99.94,"1,953",-71.89,18.45
4160,創源,"51,967","57,310","39,478","43,908",-9.32,"43,431",19.65,24.10
4161,聿新科,"70,343","62,644","44,702","58,420",12.29,"49,641",41.7,27.20
4162,智擎,"18,267","119,995","18,467","19,801",-84.78,"21,152",-13.64,63.50
4163,鐿鈦,"171,124","168,515","167,421","181,483",1.55,"175,667",-2.59,84.40
4167,松瑞藥,"122,118","201,258","175,153","147,188",-39.32,"120,582",1.27,23.40
4168,醣聯,58,79,257,0,-26.58,85,-31.76,27.65
4171,瑞基,"96,076","109,805","102,793","62,985",-12.5,"52,013",84.72,116.50
4173,久裕,"64,426","76,065","84,664","70,212",-15.3,"91,217",-29.37,20.30
4174,浩鼎,"1,661",814,"7,672",530,104.05,0,None,103.50
4175,杏一,"524,592","596,121","581,822","510,081",-12.0,"482,803",8.66,74.20
4183,福永生技,"50,247","54,853","36,174","28,384",-8.4,"42,120",19.29,19.20
4188,安克,"9,000","8,500","5,811","5,657",5.88,"4,059",121.73,16.25
4192,杏國,558,392,422,463,42.35,"1,534",-63.62,86.10
4198,欣大健康,"7,815","17,276","8,272","7,149",-54.76,"10,446",-25.19,6.21
4205,中華食,"147,462","143,198","143,397","132,842",2.98,"150,592",-2.08,132.00
4207,環泰,"375,086","348,323","338,081","327,774",7.68,"328,433",14.2,13.15
4303,信立,"30,418","31,082","30,176","37,820",-2.14,"25,051",21.42,16.80
4304,勝昱,"28,712","38,076","38,735","31,284",-24.59,"34,592",-17.0, ---
4305,世坤,"81,205","67,485","83,627","125,100",20.33,"88,855",-8.61, ---
4401,東隆興,"465,741","447,491","430,881","452,554",4.08,"271,529",71.53,41.95
4402,福大,"9,123","9,545","15,241","14,310",-4.42,"9,453",-3.49,6.99
4406,新昕纖,"40,732","39,151","42,330","36,987",4.04,"34,481",18.13,10.00
4413,飛寶企業,"34,892","23,539","33,179","75,910",48.23,"35,883",-2.76,12.10
4416,三圓,"7,063","7,437","7,715","7,949",-5.03,"7,657",-7.76,113.50
4417,金洲,"199,978","221,018","212,710","228,106",-9.52,"289,112",-30.83,34.90
4419,元勝,"3,675","2,611","9,740",103,40.75,18,20316.67, ---
4420,光明,"71,059","76,534","76,166","84,825",-7.15,"36,354",95.46,28.75
4429,聚紡,"65,996","61,412","80,704","80,995",7.46,"56,810",16.17, ---
4430,耀億,"185,325","166,100","202,776","223,050",11.57,"222,384",-16.66,24.30
4432,銘旺實,"144,359","67,903","95,811","121,044",112.6,"230,129",-37.27,14.40
4433,興采,"262,557","312,660","332,432","257,176",-16.02,"154,055",70.43,33.05
