程式執行時間,2021-08-12 22:33:24
,110年度,7月
公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY,收盤價
2369,菱生,"699,171","687,660","654,970","651,712",1.67,"445,881",56.81,28.05
2371,大同,"2,350,992","2,427,273","2,764,705","2,218,017",-3.14,"2,637,705",-10.87,26.3
2373,震旦行,"1,167,614","1,135,872","1,054,769","1,204,461",2.79,"1,174,130",-0.55,89.1
2374,佳能,"297,492","215,346","226,347","258,395",38.15,"292,193",1.81,15.35
2375,凱美,"740,111","722,670","705,923","695,096",2.41,"405,427",82.55,108.0
2376,技嘉,"8,217,667","9,134,400","11,601,877","11,047,434",-10.04,"8,099,006",1.47,94.6
2377,微星,"14,524,825","15,570,323","15,674,299","15,077,434",-6.71,"13,840,272",4.95,141.5
2379,瑞昱,"9,563,140","9,450,162","8,576,975","7,811,945",1.2,"6,935,184",37.89,563.0
2380,虹光,"260,198","329,761","284,132","286,603",-21.09,"164,829",57.86,10.5
2382,廣達,"94,756,709","90,388,641","85,052,076","84,836,851",4.83,"108,927,559",-13.01,76.0
2383,台光電,"3,555,634","3,385,779","3,220,597","2,951,523",5.02,"2,269,456",56.67,220.5
2385,群光,"8,895,088","8,866,488","8,421,571","8,004,716",0.32,"8,194,616",8.55,77.9
2387,精元,"2,087,462","1,955,526","2,018,729","2,160,395",6.75,"2,073,762",0.66,50.6
2388,威盛,"644,246","600,796","548,591","468,545",7.23,"520,032",23.89,51.6
2390,云辰,"41,789","46,741","44,599","72,128",-10.59,"41,750",0.09,25.7
2392,正崴,"6,155,907","5,309,864","5,732,272","6,391,299",15.93,"8,474,038",-27.36,39.75
2393,億光,"2,147,672","2,416,927","2,275,834","2,066,504",-11.14,"1,888,521",13.72,57.8
2395,研華,"4,864,453","5,047,082","4,487,246","4,675,360",-3.62,"4,404,376",10.45,357.0
2397,友通,"1,220,285","1,429,246","1,149,746","692,175",-14.62,"639,368",90.86,59.6
2399,映泰,"182,185","180,384","244,409","212,013",1.0,"187,975",-3.08,23.85
2401,凌陽,"720,288","715,666","716,783","669,462",0.65,"657,960",9.47,39.45
2402,毅嘉,"558,712","543,471","559,379","543,979",2.8,"426,346",31.05,17.4
2404,漢唐,"2,113,393","2,453,536","1,610,107","1,926,907",-13.86,"3,760,281",-43.8,203.5
2405,浩鑫,"153,578","152,312","151,504","134,823",0.83,"126,733",21.18,11.15
2406,國碩,"692,289","672,143","637,566","706,188",3.0,"809,631",-14.49,24.15
2408,南亞科,"7,950,469","7,638,931","7,604,264","7,394,273",4.08,"4,906,905",62.03,66.3
2409,友達,"33,345,632","33,936,996","32,117,581","29,600,923",-1.74,"22,897,746",45.63,20.75
2412,中華電,"16,561,392","16,924,972","16,335,973","16,340,190",-2.15,"16,296,592",1.62,118.0
2413,環科,"383,351","335,250","306,940","325,289",14.35,"360,045",6.47,17.75
2414,精技,"2,161,759","2,014,553","1,975,052","1,687,495",7.31,"1,987,482",8.77,31.7
2415,錩新,"222,864","252,764","241,440","249,181",-11.83,"144,894",53.81,47.3
2417,圓剛,"405,952","412,826","401,732","471,004",-1.67,"814,860",-50.18,30.3
2419,仲琦,"734,076","700,587","884,752","749,862",4.78,"898,957",-18.34,18.8
2420,新巨,"236,843","227,923","252,130","247,947",3.91,"232,602",1.82,40.0
2421,建準,"1,101,756","1,085,281","1,118,856","1,122,420",1.52,"1,213,418",-9.2,38.55
2423,固緯,"214,893","230,850","175,212","206,478",-6.91,"190,990",12.52,24.8
2424,隴華,"1,701","1,055","1,234","1,147",61.23,"1,211",40.46,20.6
2425,承啟,"538,355","474,710","608,799","470,447",13.41,"470,379",14.45,27.75
2426,鼎元,"277,533","268,605","282,599","279,978",3.32,"219,065",26.69,24.35
2427,三商電,"285,759","268,786","239,904","272,306",6.31,"231,780",23.29,10.85
2428,興勤,"648,222","657,779","674,374","629,181",-1.45,"541,506",19.71,219.0
2429,銘旺科,"68,892","86,905","106,470","105,950",-20.73,"56,521",21.89,15.85
2430,燦坤,"2,164,830","2,043,220","2,275,140","1,694,800",5.95,"2,097,020",3.23,37.75
2431,聯昌,"103,085","113,479","113,012","158,564",-9.16,"257,379",-59.95,12.3
2433,互盛電,"324,156","323,554","315,210","335,134",0.19,"339,807",-4.61,50.2
2434,統懋,"13,151","14,887","11,842","13,600",-11.66,"10,193",29.02,39.8
2436,偉詮電,"340,110","333,462","299,224","270,935",1.99,"219,736",54.78,74.8
2438,翔耀,"28,431","27,986","36,319","33,949",1.59,"26,503",7.27,11.3
2439,美律,"2,478,705","2,595,484","2,744,608","2,830,459",-4.5,"2,492,807",-0.57,110.5
2440,太空梭,"351,151","408,475","407,547","410,043",-14.03,"282,077",24.49,18.25
2441,超豐,"1,755,752","1,588,961","1,633,148","1,591,489",10.5,"1,232,919",42.41,93.8
2442,新美齊,"9,108","38,246","9,497","874,108",-76.19,"576,015",-98.42,11.05
2443,億麗,"4,865","5,137","11,739","10,780",-5.29,"94,623",-94.86,3.0
2444,兆勁,"141,617","139,472","141,790","103,635",1.54,"165,418",-14.39,11.05
2449,京元電子,"2,957,152","1,978,466","2,861,258","2,757,602",49.47,"2,471,346",19.66,47.8
2450,神腦,"2,367,247","2,180,821","2,229,644","2,205,259",8.55,"2,169,288",9.13,31.7
2451,創見,"1,320,580","1,227,418","1,277,428","1,289,337",7.59,"957,237",37.96,71.2
2453,凌群,"414,326","478,470","343,518","453,411",-13.41,"432,225",-4.14,24.3
2454,聯發科,"40,359,813","47,755,898","41,325,915","36,571,590",-15.49,"26,692,397",51.2,904.0
2455,全新,"290,471","318,661","288,522","288,878",-8.85,"216,211",34.35,126.0
2456,奇力新,"1,532,155","1,465,389","1,563,911","1,623,774",4.56,"1,599,461",-4.21,102.0
2457,飛宏,"1,112,896","971,600","856,025","995,845",14.54,"764,787",45.52,38.25
2458,義隆,"1,663,825","1,662,802","1,661,074","1,712,236",0.06,"1,465,826",13.51,162.5
2459,敦吉,"626,641","602,353","601,991","593,108",4.03,"602,003",4.09,54.2
2460,建通,"387,464","408,658","434,203","424,145",-5.19,"309,635",25.14,28.95
2461,光群雷,"472,845","493,535","496,222","538,401",-4.19,"488,735",-3.25,23.3
2462,良得電,"393,545","408,170","419,862","449,291",-3.58,"442,982",-11.16,28.1
2464,盟立,"820,165","795,271","764,535","768,132",3.13,"724,335",13.23,43.3
2465,麗臺,"733,430","673,950","1,157,568","1,025,636",8.83,"415,684",76.44,64.8
2466,冠西電,"205,450","141,506","79,047","70,422",45.19,"271,980",-24.46,43.75
2467,志聖,"427,063","476,589","445,171","609,269",-10.39,"348,974",22.38,50.9
2468,華經,"184,115","145,487","161,987","226,481",26.55,"212,289",-13.27,13.25
2471,資通,"78,730","31,720","45,433","61,894",148.2,"69,900",12.63,25.0
2472,立隆電,"883,567","823,882","809,883","815,338",7.24,"654,641",34.97,74.4
2474,可成,"3,471,053","3,334,610","3,265,197","3,803,553",4.09,"7,851,674",-55.79,181.5
2476,鉅祥,"596,262","542,069","526,903","542,646",10.0,"402,431",48.17,55.6
2477,美隆電,"321,142","317,461","310,626","286,328",1.16,"201,341",59.5,29.5
2478,大毅,"519,866","537,738","553,028","537,860",-3.32,"443,893",17.12,67.0
2480,敦陽科,"526,448","532,544","526,939","459,133",-1.14,"409,428",28.58,68.1
2481,強茂,"1,218,631","1,239,243","1,217,899","1,145,856",-1.66,"864,343",40.99,103.0
2482,連宇,"67,775","81,609","52,375","66,909",-16.95,"62,460",8.51,12.3
2483,百容,"196,504","181,745","166,315","172,975",8.12,"157,086",25.09,25.5
2484,希華,"298,938","275,866","275,095","273,894",8.36,"233,413",28.07,36.6
2485,兆赫,"584,491","570,259","419,972","521,919",2.5,"699,170",-16.4,19.2
2486,一詮,"537,048","521,267","512,274","490,178",3.03,"349,979",53.45,52.0
2488,漢平,"160,770","231,315","215,815","208,052",-30.5,"171,957",-6.51,29.05
2489,瑞軒,"1,928,229","2,037,489","1,349,662","1,462,046",-5.36,"1,310,197",47.17,17.8
2491,吉祥全,"-398,742","244,569","38,699","218,921",-263.04,"21,600",-1946.03,28.1
2492,華新科,"3,862,886","3,727,263","3,973,519","3,948,602",3.64,"3,359,950",14.97,195.0
2493,揚博,"239,327","232,273","205,855","215,669",3.04,"203,482",17.62,38.95
2495,普安,"78,501","112,344","103,888","95,003",-30.12,"114,658",-31.53,16.65
2496,卓越,"54,171","44,480","52,813","55,209",21.79,"65,879",-17.77,50.1
2497,怡利電,"191,381","166,006","178,617","185,709",15.29,"121,271",57.81,37.0
2498,宏達電,"373,804","664,064","305,094","380,022",-43.71,"283,989",31.63,37.7
2501,國建,"438,048","395,182","332,451","476,802",10.85,"930,579",-52.93,20.3
2504,國產,"1,710,816","1,599,786","1,845,369","2,039,703",6.94,"1,533,003",11.6,22.45
2505,國揚,"134,158","281,514","511,789","1,482,218",-52.34,"110,638",21.26,28.2
2506,太設,"21,842","32,709","52,439","141,539",-33.22,"180,904",-87.93,9.65
2509,全坤建,"56,870","35,402","60,091","94,154",60.64,"77,756",-26.86,18.55
2511,太子,"810,251","762,786","959,566","954,929",6.22,"972,913",-16.72,13.1
2514,龍邦,"707,223","1,382,251","987,739","670,879",-48.84,"882,264",-19.84,18.75
2515,中工,"1,232,352","1,224,084","1,328,492","1,331,837",0.68,"1,058,133",16.46,8.84
2516,新建,"766,920","654,466","686,870","728,707",17.18,"817,949",-6.24,5.9
2520,冠德,"2,311,124","7,064,591","1,004,173","1,369,639",-67.29,"1,635,701",41.29,40.3
2524,京城,"467,893","916,026","565,134","562,885",-48.92,"556,030",-15.85,34.4
2527,宏璟,"2,708,515","246,749","389,718","503,674",997.68,"227,515",1090.48,27.8
2528,皇普,"136,494","67,609","258,486","138,013",101.89,21,649871.43,21.75
2530,華建,612,592,753,745,3.38,717,-14.64,13.75
2534,宏盛,"327,765","393,907","252,098","168,323",-16.79,"82,830",295.71,19.95
2535,達欣工,"1,167,274","1,147,408","1,624,893","1,176,113",1.73,"987,748",18.18,30.1
2536,宏普,"14,679","14,098","14,059","25,104",4.12,"159,751",-90.81,22.2
2537,聯上發,"947,250","199,289",114,114,375.31,"43,781",2063.61,9.45
2538,基泰,"18,122","16,410","22,545","15,527",10.43,"12,659",43.16,12.15
2539,櫻花建,190,190,191,263,0.0,"698,940",-99.97,32.25
2540,愛山林,"360,344","351,153","282,442","428,651",2.62,"404,760",-10.97,76.5
2542,興富發,"3,393,299","8,452,172","3,288,228","3,850,224",-59.85,"1,269,802",167.23,48.95
2543,皇昌,"742,951","679,210","644,338","664,031",9.38,"511,797",45.17,7.54
2545,皇翔,"404,020","480,417","400,227","1,131,071",-15.9,"360,848",11.96,44.3
2546,根基,"620,795","911,153","797,871","808,580",-31.87,"1,227,473",-49.42,45.75
2547,日勝生,"280,984","403,861","315,109","430,805",-30.43,"775,532",-63.77,11.45
2548,華固,"508,886","224,975","370,097","1,110,724",126.2,"550,763",-7.6,84.9
2597,潤弘,"1,644,890","1,777,843","1,848,778","1,897,598",-7.48,"1,101,351",49.35,143.0
2601,益航,"488,347","530,837","622,347","503,140",-8.0,"641,312",-23.85,16.6
2603,長榮,"45,879,182","37,720,908","34,442,080","27,749,820",21.63,"17,085,764",168.52,137.0
2605,新興,"357,929","442,049","312,569","255,934",-19.03,"384,595",-6.93,35.95
2606,裕民,"1,384,918","1,179,510","1,054,535","1,137,489",17.41,"830,313",66.79,62.6
2607,榮運,"596,925","564,210","592,045","572,772",5.8,"586,638",1.75,31.9
2608,嘉里大榮,"1,119,155","1,099,538","1,126,267","990,238",1.78,"1,086,163",3.04,51.7
2609,陽明,"29,447,429","27,536,541","24,035,492","21,697,633",6.94,"12,252,479",140.34,133.5
2610,華航,"10,388,342","9,210,523","9,141,861","10,873,663",12.79,"8,632,737",20.34,17.55
2611,志信,"64,574","54,380","59,360","63,542",18.75,"48,917",32.01,28.3
2612,中航,"300,398","279,885","264,202","257,405",7.33,"269,745",11.36,61.4
2613,中櫃,"247,604","253,158","263,815","255,825",-2.19,"247,525",0.03,33.4
2614,東森,"454,699","434,794","458,030","450,475",4.58,"387,948",17.21,39.85
2615,萬海,"20,300,252","17,905,245","15,191,500","14,939,036",13.38,"6,076,533",234.08,230.0
2616,山隆,"1,649,133","1,461,375","1,596,064","1,538,012",12.85,"1,397,829",17.98,34.6
2617,台航,"293,374","265,263","278,735","265,617",10.6,"227,108",29.18,45.25
2618,長榮航,"8,318,797","7,705,869","8,394,857","8,062,232",7.95,"6,191,888",34.35,18.75
2630,亞航,"300,238","347,498","355,130","314,414",-13.6,"372,350",-19.37,19.3
2633,台灣高鐵,"840,306","401,290","1,901,903","3,798,528",109.4,"3,364,502",-75.02,29.9
2634,漢翔,"2,020,957","2,135,985","1,865,039","1,964,748",-5.39,"1,487,542",35.86,30.25
2636,台驊投控,"3,366,984","3,148,014","2,660,891","2,061,018",6.96,"1,219,738",176.04,184.0
2637,慧洋-KY,"1,674,660","1,504,599","1,458,428","1,382,114",11.3,"1,029,667",62.64,77.9
2642,宅配通,"382,238","425,079","386,709","321,269",-10.08,"324,454",17.81,83.0
2701,萬企,"13,649","13,981","17,139","27,661",-2.37,"21,358",-36.09,12.2
2702,華園,"93,109","73,249","59,667","58,697",27.11,"59,912",55.41,23.9
2704,國賓,"42,207","35,728","83,785","157,530",18.13,"164,693",-74.37,27.3
2705,六福,"30,118","14,316","49,428","124,642",110.38,"237,876",-87.34,17.95
2706,第一店,"12,720","14,483","20,506","23,284",-12.17,"18,553",-31.44,13.9
2707,晶華,"268,297","212,600","343,316","470,775",26.2,"468,736",-42.76,148.5
2712,遠雄來,"6,188","2,076","18,940","40,586",198.07,"74,280",-91.67,37.8
2722,夏都,"9,488","3,102","34,397","63,313",205.87,"99,691",-90.48,32.75
2723,美食-KY,"1,660,979","1,595,193","1,662,192","1,619,180",4.12,"1,648,692",0.75,134.0
2727,王品,"1,038,113","873,997","1,319,934","1,477,296",18.78,"1,392,177",-25.43,149.0
2731,雄獅,"60,534","13,717","131,652","235,259",341.31,"198,588",-69.52,86.5
2739,寒舍,"71,974","56,824","114,427","242,789",26.66,"241,124",-70.15,23.4
2748,雲品,"38,326","28,524","64,972","129,175",34.36,"150,560",-74.54,42.3
2801,彰銀,"2,689,202","2,563,747","2,305,875","2,120,784",4.89,"2,450,596",9.74,16.85
2809,京城銀,"859,842","1,092,929","888,297","906,968",-21.33,"1,095,140",-21.49,41.45
2812,台中銀,"1,088,417","1,151,247","951,593","1,171,528",-5.46,"1,111,747",-2.1,12.0
2816,旺旺保,"693,174","770,525","524,151","890,448",-10.04,"846,365",-18.1,20.8
2820,華票,"275,963","236,145","216,282","251,972",16.86,"255,993",7.8,16.6
2823,中壽,"20,458,724","28,895,902","24,847,150","21,246,449",-29.2,"36,243,213",-43.55,26.9
2832,台產,"737,931","693,415","603,948","590,966",6.42,"536,566",37.53,19.65
2834,臺企銀,"2,130,234","2,013,942","2,006,889","1,864,444",5.77,"2,053,551",3.73,9.7
2836,高雄銀,"331,499","320,998","306,256","328,407",3.27,"304,937",8.71,11.25
2838,聯邦銀,"1,450,805","1,624,243","930,479","1,651,177",-10.68,"1,512,757",-4.1,12.05
2841,台開,"14,796","9,896","29,661","30,361",49.51,"33,325",-55.6,6.14
2845,遠東銀,"964,022","957,057","877,098","915,129",0.73,"1,066,604",-9.62,10.75
2849,安泰銀,"496,366","517,737","529,628","515,700",-4.13,"451,966",9.82,15.65
2850,新產,"1,593,899","1,554,085","1,500,469","1,510,781",2.56,"1,569,832",1.53,41.85
2851,中再保,"1,586,643","2,041,449","1,674,432","1,562,946",-22.28,"1,638,838",-3.18,27.3
2852,第一保,"602,407","540,702","457,653","574,636",11.41,"543,310",10.88,13.15
2855,統一證,"800,347","1,807,471","309,920","2,244,945",-55.72,"2,151,710",-62.8,26.25
2867,三商壽,"10,412,727","13,236,483","8,786,518","10,681,651",-21.33,"15,218,302",-31.58,9.12
2880,華南金,"4,698,231","4,765,172","3,878,645","4,243,157",-1.4,"4,016,265",16.98,19.8
2881,富邦金,"43,523,445","42,727,373","36,832,681","43,051,005",1.86,"58,897,045",-26.1,78.8
2882,國泰金,"48,488,824","59,171,488","38,051,539","59,118,746",-18.05,"60,545,382",-19.91,56.0
2883,開發金,"11,303,772","19,564,377","12,467,455","13,750,281",-42.22,"27,131,383",-58.34,13.85
2884,玉山金,"5,588,087","4,728,191","4,560,660","5,041,653",18.19,"5,076,137",10.09,27.0
2885,元大金,"10,264,017","12,320,604","9,446,565","11,557,232",-16.69,"12,130,778",-15.39,24.4
2886,兆豐金,"5,356,742","5,533,008","3,261,812","5,860,327",-3.19,"6,143,597",-12.81,30.7
2887,台新金,"6,315,799","8,641,213","3,305,515","4,090,025",-26.91,"4,135,030",52.74,17.1
2888,新光金,"25,444,945","30,487,032","10,552,854","17,289,410",-16.54,"37,328,245",-31.83,9.19
2889,國票金,"1,033,671","1,098,878","446,455","867,174",-5.93,"1,012,524",2.09,16.4
2890,永豐金,"4,649,607","4,117,704","3,415,773","3,581,133",12.92,"4,153,212",11.95,13.3
2891,中信金,"15,537,158","14,359,880","11,313,211","12,323,459",8.2,"21,587,335",-28.03,22.9
2892,第一金,"5,315,527","5,120,615","4,809,664","5,456,973",3.81,"5,404,883",-1.65,23.1
2897,王道銀行,"836,558","804,937","643,247","929,120",3.93,"782,295",6.94,6.94
2901,欣欣,"4,808","3,841","5,276","8,650",25.18,"8,642",-44.36,26.0
2903,遠百,"1,967,397","1,649,945","2,488,382","2,944,976",19.24,"2,671,929",-26.37,22.45
2904,匯僑,"35,223","35,829","41,801","44,725",-1.69,"48,345",-27.14,27.4
2905,三商,"10,997,098","12,391,448","15,480,265","21,778,298",-11.25,"17,791,414",-38.19,23.65
2906,高林,"598,991","707,426","581,979","693,497",-15.33,"563,008",6.39,14.6
2908,特力,"3,616,618","3,623,336","3,130,135","3,461,563",-0.19,"3,419,616",5.76,24.1
2910,統領,"27,704","24,368","30,910","35,169",13.69,"46,769",-40.76,33.2
2911,麗嬰房,"218,928","188,045","257,519","296,764",16.42,"291,456",-24.88,7.66
2912,統一超,"21,957,391","20,321,411","22,082,804","21,189,179",8.05,"23,060,586",-4.78,284.5
2913,農林,"37,123","12,555","30,918","34,433",195.68,"27,494",35.02,20.2
2915,潤泰全,"203,983","224,227","235,223","241,407",-9.03,"201,260",1.35,98.2
2923,鼎固-KY,"581,487","337,526","392,337","526,548",72.28,"635,927",-8.56,25.85
2929,淘帝-KY,"133,877","82,534","276,333","293,264",62.21,"103,910",28.84,14.5
2936,客思達-KY,"640,900","860,219","798,351","835,393",-25.5,"982,966",-34.8,24.4
2939,凱羿-KY,"107,897","47,095","93,232","57,869",129.11,"128,970",-16.34,34.0
3002,歐格,"39,849","48,169","36,508","51,419",-17.27,"76,927",-48.2,12.1
3003,健和興,"399,745","393,008","406,648","393,374",1.71,"261,716",52.74,92.0
3004,豐達科,"107,263","113,975","107,407","89,725",-5.89,"110,750",-3.15,57.6
3005,神基,"2,402,106","2,270,911","2,434,671","2,963,080",5.78,"2,355,672",1.97,54.6
3006,晶豪科,"2,169,559","2,078,550","2,084,866","2,011,711",4.38,"1,177,988",84.17,156.0
3008,大立光,"3,803,311","3,370,651","3,358,902","3,398,663",12.84,"4,629,313",-17.84,2670.0
3010,華立,"6,134,070","5,840,628","5,437,199","5,588,007",5.02,"5,215,809",17.61,90.1
3011,今皓,"121,130","136,170","141,452","136,785",-11.05,"107,107",13.09,9.0
3013,晟銘電,"405,731","401,040","371,442","317,611",1.17,"516,127",-21.39,13.0
3014,聯陽,"705,951","625,537","629,088","576,001",12.86,"461,424",52.99,127.5
3015,全漢,"1,411,090","1,331,332","1,400,075","1,469,714",5.99,"1,511,959",-6.67,40.35
3016,嘉晶,"440,109","428,990","410,324","395,568",2.59,"304,381",44.59,84.5
3017,奇鋐,"3,840,049","3,713,857","4,550,590","4,484,334",3.4,"3,263,265",17.68,72.5
3018,同開,"101,433","161,798","205,849","166,449",-37.31,"82,957",22.27,16.45
3019,亞光,"1,707,544","1,891,454","1,667,912","1,668,547",-9.72,"1,509,006",13.16,85.5
3021,鴻名,"323,338","266,359","238,846","261,969",21.39,"260,761",24.0,20.8
3022,威強電,"544,766","602,546","503,746","513,413",-9.59,"534,352",1.95,49.35
3023,信邦,"2,200,901","2,179,823","2,168,308","2,157,280",0.97,"1,909,058",15.29,226.5
3024,憶聲,"148,827","109,133","133,021","116,649",36.37,"166,455",-10.59,13.15
3025,星通,"36,118","31,376","35,167","32,117",15.11,"61,845",-41.6,20.5
3026,禾伸堂,"1,496,586","1,449,531","1,538,624","1,414,997",3.25,"1,261,953",18.59,128.0
3027,盛達,"97,762","95,653","68,049","85,926",2.2,"66,508",46.99,22.3
3028,增你強,"3,642,469","3,447,853","3,706,467","3,217,531",5.64,"3,493,886",4.25,28.1
3029,零壹,"925,685","905,640","847,155","919,411",2.21,"835,614",10.78,43.25
3030,德律,"477,441","518,559","471,836","562,339",-7.93,"464,128",2.87,57.2
3031,佰鴻,"128,650","150,823","130,377","163,942",-14.7,"112,797",14.05,26.9
3032,偉訓,"616,461","674,064","751,463","701,447",-8.55,"786,104",-21.58,36.6
3033,威健,"6,197,040","5,818,016","6,330,755","6,531,297",6.51,"6,208,651",-0.19,23.5
3034,聯詠,"12,499,127","11,579,574","11,447,855","11,083,873",7.94,"6,743,704",85.35,527.0
3035,智原,"646,536","569,812","559,624","558,416",13.46,"490,642",31.77,95.4
3036,文曄,"36,346,555","33,240,310","33,061,931","35,794,148",9.34,"28,050,163",29.58,64.8
3037,欣興,"9,118,304","8,138,026","8,025,993","7,866,654",12.05,"7,635,849",19.41,142.0
3038,全台,"376,495","361,256","343,205","337,156",4.22,"329,031",14.43,18.7
3040,遠見,"13,595","16,264","14,210","12,623",-16.41,"12,905",5.35,40.5
3041,揚智,"229,345","217,391","232,544","244,150",5.5,"133,384",71.94,29.35
3042,晶技,"1,311,899","1,315,523","1,433,200","1,592,403",-0.28,"957,079",37.07,123.0
3043,科風,"78,115","90,857","79,015","87,431",-14.02,"99,553",-21.53,3.83
3044,健鼎,"5,343,537","5,159,232","4,736,185","5,147,940",3.57,"5,086,246",5.06,114.5
3045,台灣大,"12,581,487","13,679,221","13,504,749","11,237,224",-8.02,"10,385,701",21.14,107.0
3046,建碁,"237,574","209,340","179,492","185,911",13.49,"226,914",4.7,22.2
3047,訊舟,"440,840","469,501","405,795","434,633",-6.1,"614,537",-28.26,10.35
3048,益登,"8,417,689","7,871,034","7,553,863","7,970,218",6.95,"9,726,609",-13.46,35.1
3049,和鑫,"288,888","291,410","315,331","269,209",-0.87,"250,816",15.18,12.95
3050,鈺德,"80,596","76,156","83,057","81,551",5.83,"87,845",-8.25,14.8
3051,力特,"317,833","299,435","303,619","312,577",6.14,"214,844",47.94,11.6
3052,夆典,"251,955","693,304","267,917","311,264",-63.66,"622,246",-59.51,11.75
3054,立萬利,"2,694","6,641","6,038","3,315",-59.43,"22,678",-88.12,26.3
3055,蔚華科,"330,983","466,434","330,740","281,608",-29.04,"192,795",71.68,30.0
3056,總太,"8,208","7,589","9,613","7,981",8.16,"28,564",-71.26,43.05
3057,喬鼎,"70,603","93,270","70,205","51,161",-24.3,"66,770",5.74,12.55
3058,立德,"418,502","397,789","399,276","391,713",5.21,"385,459",8.57,15.85
3059,華晶科,"894,091","812,041","741,589","748,711",10.1,"535,340",67.01,36.3
3060,銘異,"319,470","378,112","319,548","272,735",-15.51,"268,677",18.9,23.45
3062,建漢,"258,336","322,901","314,181","309,978",-20.0,"409,267",-36.88,18.15
3090,日電貿,"959,837","918,093","899,449","994,536",4.55,"815,975",17.63,52.0
3092,鴻碩,"215,181","222,649","213,297","234,424",-3.35,"204,441",5.25,63.7
3094,聯傑,"25,652","21,067","23,490","29,001",21.76,"17,901",43.3,36.9
3130,一零四,"136,842","128,844","164,684","163,406",6.21,"143,013",-4.31,177.0
3138,耀登,"123,988","120,548","131,951","129,821",2.85,"104,261",18.92,194.5
3149,正達,"240,766","258,431","195,458","192,395",-6.84,"235,738",2.13,40.85
3164,景岳,"38,624","32,549","38,054","28,873",18.66,"25,401",52.06,23.45
3167,大量,"401,675","445,129","437,884","428,134",-9.76,"216,010",85.95,69.1
3189,景碩,"3,117,895","3,118,657","2,874,588","2,732,110",-0.02,"2,361,708",32.02,180.0
3209,全科,"4,352,677","3,445,621","3,772,043","4,528,328",26.32,"3,946,869",10.28,30.7
3229,晟鈦,"40,785","37,209","38,808","38,066",9.61,"31,697",28.67,6.26
3231,緯創,"67,521,122","71,903,891","60,974,386","68,220,509",-6.1,"78,466,276",-13.95,27.35
3257,虹冠電,"127,619","116,797","110,053","108,477",9.27,"95,815",33.19,73.1
3266,昇陽,"393,782","88,985","48,978","60,980",342.53,"482,655",-18.41,12.6
3296,勝德,"307,512","311,724","279,763","287,965",-1.35,"252,511",21.78,20.7
3305,昇貿,"641,614","642,647","662,588","533,035",-0.16,"443,160",44.78,49.0
3308,聯德,"31,756","32,696","34,112","28,295",-2.87,"30,566",3.89,8.13
3311,閎暉,"142,058","121,360","133,610","151,712",17.06,"142,254",-0.14,33.7
3312,弘憶股,"1,688,172","1,819,683","1,406,392","1,520,228",-7.23,"1,146,443",47.25,22.8
3321,同泰,"198,685","196,218","197,128","191,963",1.26,"161,549",22.99,13.5
3338,泰碩,"429,846","437,842","398,221","408,089",-1.83,"421,472",1.99,46.2
3346,麗清,"370,180","337,257","414,159","464,211",9.76,"426,245",-13.15,44.45
3356,奇偶,"114,664","104,621","108,967","107,173",9.6,"91,457",25.37,37.95
3376,新日興,"855,567","853,358","919,225","1,115,878",0.26,"1,308,485",-34.61,103.5
3380,明泰,"2,063,004","2,724,763","2,687,151","2,143,116",-24.29,"3,020,804",-31.71,26.0
3383,新世紀,"47,465","45,175","45,048","50,927",5.07,"38,295",23.95,5.25
3406,玉晶光,"1,648,049","1,135,330","732,198","674,298",45.16,"1,564,023",5.37,511.0
3413,京鼎,"1,005,223","974,959","996,225","1,034,877",3.1,"973,791",3.23,226.0
3416,融程電,"189,294","184,828","253,229","173,082",2.42,"152,884",23.82,76.4
3419,譁裕,"145,357","153,832","168,986","138,041",-5.51,"171,479",-15.23,17.1
3432,台端,"2,268","4,349","4,170","4,283",-47.85,"4,390",-48.34,13.35
3437,榮創,"301,957","317,646","328,161","331,030",-4.94,"498,990",-39.49,27.35
3443,創意,"1,224,453","1,205,695","1,083,197","1,011,945",1.56,"935,954",30.82,387.5
3450,聯鈞,"620,384","615,441","610,558","615,756",0.8,"557,199",11.34,57.5
3454,晶睿,"409,710","534,910","521,196","468,894",-23.41,"496,656",-17.51,77.9
3481,群創,"32,248,243","31,513,114","31,376,527","30,345,891",2.33,"23,773,308",35.65,19.85
3494,誠研,"41,032","33,052","29,675","43,297",24.14,"28,372",44.62,3.55
3501,維熹,"481,416","445,951","438,464","467,263",7.95,"483,410",-0.41,48.25
3504,揚明光,"380,802","358,579","362,077","377,244",6.2,"338,853",12.38,86.8
3515,華擎,"1,284,226","1,592,956","1,838,910","1,945,465",-19.38,"1,879,657",-31.68,144.0
3518,柏騰,"61,397","53,207","77,754","85,842",15.39,"62,762",-2.17,22.8
3528,安馳,"574,780","522,284","610,081","563,122",10.05,"389,156",47.7,50.6
3530,晶相光,"400,815","397,370","355,765","333,001",0.87,"226,014",77.34,196.5
3532,台勝科,"1,071,181","964,212","936,864","956,367",11.09,"1,043,456",2.66,182.0
3533,嘉澤,"1,751,493","1,608,627","1,499,418","1,752,452",8.88,"1,325,522",32.14,522.0
3535,晶彩科,"164,339","82,503","64,534","86,784",99.19,"98,640",66.6,16.2
3536,誠創,"48,346","55,129","53,564","54,313",-12.3,"46,109",4.85,7.19
